,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_3_Y0,Variable_13_Y1,Variable_21_Y0,Variable_20_Y0,Variable_22_Y0,Variable_12_Y2,Variable_12_Y1,Variable_29_Y0,Variable_9_Y0,Variable_18_Y1,Variable_1_Y0,Variable_1_Y1,Variable_22_Y2,Variable_14_Y0,Variable_19_Y0,Variable_24_Y0,Variable_22_Y1
1743,5,1,1,5,2017Q4,685,570462.9583,621409.8171,625822.062,608624.8768,593824.1555,625999.4303,580135.8827,599748.9078078358,587112.2683,606301.0978,582593.2972,612526.936,579286.3191,625050.251,604851.1184,592174.5407,597728.6638
3542,11,0,0,0,2016Q4,1403,624608.2061,612670.175,603890.3452,620925.1,581332.6687,620894.6536,594876.1343,586747.2156,619566.326,609652.1432,586258.1691,584001.2699,587526.075,585500.537,591017.8028,579294.9174,627247.2077
2553,7,1,0,12,2015Q3,1013,577619.649,584486.7811,593521.9822,583586.2708,570687.581,598552.865253717,620561.3394,625973.054,597227.5787,576892.4477,572999.5042,582536.168,599617.3676039265,582413.6646,612684.4067,620795.7712,597126.9812
24023,5,1,1,5,2020Q1,12142,626434.1436,598854.3324931494,570955.4573,604193.0371,605302.285,598552.865253717,598627.38952835,590140.0244,610593.2147,598378.540963387,602172.5444,600642.5045596543,599617.3676039265,576273.1148,579691.2698,588899.4566,599621.6050248608
24177,8,1,0,26,2020Q1,12361,599409.6149,607063.0566,604016.4372,621291.5288,615810.1458,624863.2515,599038.396,578729.8747,582226.729,580576.6232,578286.7455,625021.2349,596107.756,607039.2413,577267.4505,585016.2736,594177.3522
17184,6,1,0,37,2020Q1,6944,574840.9586,599519.696,599619.264,627198.5972,596397.0034,569737.4292,616788.8395,607417.6383,622409.9164,625691.2818,602337.4125,593765.6272,602810.2798,601461.327,616371.5553,596019.5162,585749.9277
26635,8,1,0,0,2016Q3,13378,609036.7666,569456.6587,610434.2668,603134.2872,604580.9187,615445.8872,622780.1878,622688.0441,570905.0869,585831.7154,592905.7461,621603.6635,600744.0256,584110.6516,583869.45,582942.6279,624399.7641
9890,7,1,1,5,2018Q1,3967,597497.3209,598854.3324931494,619537.6775,581925.9243,575427.5265,623923.3664,598627.38952835,577010.4675,575890.9714,598378.540963387,589188.3395,600642.5045596543,592255.7791,619176.5525,619946.8565,625569.3658,599621.6050248608
14970,3,1,0,3,2015Q2,5888,572216.5733,598854.3324931494,623831.0577,626445.0315,605094.5467,598552.865253717,598627.38952835,626488.1118,613311.2197,598378.540963387,626213.2654,600642.5045596543,599617.3676039265,618148.5552,599070.863,592965.3289,599621.6050248608
28001,6,1,0,12,2019Q3,13939,573918.917,605868.7245,623885.2413,614252.6429,582123.1596,605675.5988,622481.9497,589930.6281,584118.2329,579070.0008,587873.3586,599802.8804,609871.2606,594045.0791,577146.7803,582601.9664,575004.6903
8749,6,1,0,24,2016Q1,3498,582990.312,600527.2821,588681.3664,621571.7188,585075.7306,589866.0313,626497.8017,587131.3088,575356.5433,627273.3019,573997.0616,603367.5411,575414.3232,577583.7543,580868.9092,619448.7766,605940.9978
14907,6,1,0,12,2015Q4,5870,577428.4539,604172.5345,568620.6128,577578.842,583611.7145,618654.5734,585235.5471,599748.9078078358,627606.7588,589212.513,610884.385,587191.6821,618302.6029,614059.2905,617716.112,589409.9489,608659.7678
15903,5,1,0,8,2016Q3,6324,608850.3298,569550.0697,609219.9817,582514.523,607084.0279,571469.4867,589588.8211,584946.8802,588702.247,606372.8802,621301.8184,615157.762,577132.5233,612641.8434,579018.7333,580892.1372,587808.5196
7410,8,1,0,6,2015Q4,2946,584711.1119,609239.9073,619048.0491,615914.6752,581390.2044,598552.865253717,616853.9989,593461.5647,595439.6858,596338.4928,582231.3619,626458.334,599617.3676039265,609610.4623,628942.8951,602964.7091,582833.0771
14096,3,1,0,30,2018Q2,5533,624173.8977,594466.1104,568774.4855,599887.8763,577681.5301,603848.3532,573524.3028,578587.4407,585792.9355,572539.0512,599502.7681,592339.3481,586875.9924,624558.3985,593803.4059,577161.6163,611307.4502
23878,7,1,0,3,2019Q3,11937,608737.5902,572508.1427,617701.6881,587864.1919,625611.2972,578633.8175,576317.8082,626495.5899,589583.0438,586801.5918,610040.1896,610092.9169,616049.6176,593778.8926,579716.088,608962.8133,595272.3676
11312,8,1,0,44,2019Q1,4489,591678.2476,601040.7053,603861.2056,585274.0967,619503.8654,606652.5347,604145.7208,605037.498,632190.6839,594290.3676,571702.9084,600456.0649,597575.6784,588079.3165,587018.1656,619300.7908,572619.4601
15231,8,1,1,5,2015Q4,6003,588175.5144,598854.3324931494,614789.6453,603319.4626,622512.2697,598552.865253717,598627.38952835,595041.7185,626366.0239,598378.540963387,588980.4413,600642.5045596543,599617.3676039265,570228.5558,622024.7491,620669.2138,599621.6050248608
16133,4,1,1,5,2018Q4,6415,629393.4874,605515.9178,610219.8552,597421.062,581844.3196,591254.2801,584366.3813,597701.6227,573947.274,601409.4432,593356.3506,627319.7567,570778.7751,580857.7906,567542.9801,576248.6937,575280.3934
24885,7,1,0,12,2018Q4,12712,604593.5929,585446.6279,597325.8544,582385.4458,625377.5162,590633.8242,625933.2226,613419.7379,598499.616,584068.6667,611764.3225,627139.8094,624251.8006,618761.5666,585968.2606,611073.6401,609873.9515
8807,8,1,1,5,2019Q4,3525,591910.7631,609345.7358,625194.3254,627220.2062,576847.8475,618065.3999,626247.2886,574903.4084,629409.3501,598378.540963387,595863.5919,577401.3745,613610.6474,614345.4399,580257.5128,616665.7498,590880.7702
18949,9,0,0,4,2019Q4,7872,602550.0128,586770.4218,615534.7302,592612.7775,623790.5734,622544.1071,579497.4885,615110.5611,582928.462,617895.6146,620264.5043,588443.7959,577782.9217,582551.381,598416.4064,611430.8764,625383.4643
15982,4,1,1,5,2015Q3,6357,601796.9184,611536.9292,607677.9872,605737.073,618684.4253,598552.865253717,619989.8656,599748.9078078358,596768.8182,577611.988,583017.5298,580826.7988,599617.3676039265,599074.6981,627928.3209,625377.9054,571748.8231
25949,8,1,1,5,2015Q2,13108,615288.6876,601391.7979,602061.2643,584609.1877,580101.9689,598552.865253717,627659.9922,628598.7789,569449.6872,586091.5031,588058.6355,623677.578,599617.3676039265,581403.4008,604086.4411,606947.7292,608352.6173
18207,11,0,1,5,2019Q3,7468,598552.4966,572515.947,605835.0007,595382.5923,591749.7974,598552.865253717,584124.0416,624963.6663,572377.6659,570042.2857,593546.2151,586514.0004,599617.3676039265,623778.039,575107.6909,611173.5075,570110.1985
8594,8,1,0,12,2016Q2,3438,588607.1756,602645.0465,607166.4968,589886.2986,600832.3415,584381.0772,607631.7923,608740.5882,618087.9329,587751.8059,585677.6552,605016.8417,612783.3073,569899.9324,611459.6491,576338.2007,627213.0181
6501,3,1,0,0,2015Q1,2595,600842.1252,598854.3324931494,605827.7882,571997.7366,579226.5659,598552.865253717,598627.38952835,599748.9078078358,607482.0567,598378.540963387,629066.543,600642.5045596543,599617.3676039265,599095.9602,586389.5993,604801.6028,599621.6050248608
1627,5,1,0,13,2015Q3,646,572109.8919,619814.2038,580784.5055,576893.5164,601639.5379,598552.865253717,587228.1721,581214.6582,625586.1861,587140.1391,582462.183,620943.8546,599617.3676039265,627473.7771,612215.5392,577893.9978,622772.2201
2812,9,0,0,12,2016Q1,1117,625473.7773,609543.7298,626631.5957,609919.5525,613481.5307,599111.6553,608046.963,623876.518,560721.9007,627247.0404,590231.4433,634051.0645,624049.1002,618425.2387,565853.1461,582439.0905,577822.5669
8223,9,0,0,4,2015Q3,3277,576393.0028,613892.8971,610645.6115,627566.9161,589327.2428,598552.865253717,601576.2226,599748.9078078358,572743.6855,568588.2582,575994.4171,595726.4091,599617.3676039265,610962.4038,570393.9029,626058.2905,573435.1966
6314,7,1,1,5,2016Q2,2527,590789.1885,571146.3964,624750.5135,574475.1812,611549.3432,570147.4429,623003.1207,599748.9078078358,594359.4742,610615.9925,599326.5053,596562.1364,600088.2844,597129.2482,613764.2614,623932.0503,615149.1117
22572,9,0,0,26,2019Q4,10481,615991.1888,598095.889,601774.6535,600494.0021,589184.8951,615677.9822,602353.4477,598001.6737,599197.4635,584524.1857,575750.0288,606727.4941,578443.674,608374.4659,580580.7807,586716.1385,585068.1536
16661,4,1,0,42,2019Q4,6675,603025.6049,619635.174,586388.7375,610339.1928,573760.1639,601097.0945,611816.3966,625806.9024,584696.7774,599827.7531,616405.1463,601110.7571,613934.1822,592975.8476,576572.8238,625677.8794,569177.5733
10055,5,1,1,5,2019Q3,4028,578508.0223,588316.7627,603157.46,598140.4427,610910.4048,626611.0461,596422.6731,600185.8689,583907.239,618118.5295,604846.8224,579516.4427,589318.4929,662003.126,596493.7204,615250.4979,577896.1786
12292,11,0,0,64,2015Q4,4861,616399.2957,590496.757,585964.9706,618600.1898,608612.2636,598552.865253717,583124.9551,580940.4011,573313.1851,617672.6114,597752.1654,622157.514,599617.3676039265,627007.6807,623606.9267,607753.4635,602314.0396
26636,9,0,0,0,2015Q3,13378,628363.4014,612528.7393,591532.548,590243.0808,618767.3322,618203.5759,606879.1662,610599.9811,592572.1353,583764.3031,615480.6456,608140.7101,613974.6053,584258.1656,616111.0952,589365.1061,577543.6829
8736,7,1,0,18,2017Q4,3495,622640.9484,612964.1291,596687.2741,579089.3672,591762.764,579512.4457,570054.8537,610964.0195,600643.4111,625029.5435,597916.063,628000.2519,608286.9271,624323.5155,588735.684,613678.2904,623214.0479
110,9,0,0,4,2015Q1,45,569472.5676,587071.6289,603503.3355,585760.1374,625435.6449,598552.865253717,606908.8098,611598.8469,625449.5362,606529.4259,610708.7804,592235.4348,599617.3676039265,614839.2754,628743.4424,580838.5958,584631.5722
23368,5,1,1,5,2019Q2,11322,586480.7241,620703.9897,603366.0975,601050.6591,589135.0181,617573.3114,604157.0831,608555.025,579394.3736,589312.6126,601458.6691,572465.3424,578340.5928,580941.4811,592538.6515,590799.2308,584131.2489
18496,8,1,0,21,2019Q1,7623,646887.9559,632491.3421,570675.7583,578231.4583,618994.3252,580477.3077,580452.3518,583390.9388,592217.0043,620932.4584,614264.7034,626461.3359,597239.163,603028.2689,600542.1374,611160.8622,626866.8073
22096,6,1,0,26,2018Q4,10056,594652.7353,608887.3836,583351.6916,601230.1255,591909.196,612239.3856,608335.678,577192.3964,619110.2589,593953.123,572414.0631,584801.1273,615536.977,620031.6147,610802.3464,601478.6393,572549.0041
9267,9,0,1,5,2014Q4,3716,616871.0814,599257.881,620959.8546,620729.417,620470.7058,598552.865253717,627803.0941,613457.4992,577470.4439,589712.6,602060.788,625877.2051,599617.3676039265,612717.0724,613561.7992,578141.1066,569919.0639
16863,7,1,0,23,2016Q1,6775,603604.9474874921,624541.7997,625957.4991,574846.7963,595577.8909,598552.865253717,598627.38952835,599748.9078078358,604836.670615974,598378.540963387,589213.4336,597283.3506,599617.3676039265,601543.3413,603193.691448228,580210.9242,623276.9936
4326,7,1,0,33,2016Q4,1736,590140.3063,613426.4675,594872.9355,572337.5735,574526.0451,580904.782,592224.1172,599748.9078078358,594683.5732,588616.7529,603032.3943,587147.0738,581933.1498,625253.9178,585386.8776,618387.5653,627865.2106
5214,8,1,0,7,2015Q3,2082,615477.2489,607255.6271,603221.0364,621201.7422,620362.1553,598552.865253717,616408.0695,599748.9078078358,706104.4022,598378.540963387,607754.9445,601121.9723,599617.3676039265,612239.7778,705065.4111,625373.0667,593181.7207
23268,7,1,1,5,2019Q3,11219,603604.9474874921,598854.3324931494,598552.2353592789,598479.9032734132,599258.6072412956,598552.865253717,598627.38952835,599748.9078078358,604836.670615974,598378.540963387,600614.9081356999,600642.5045596543,599617.3676039265,600919.1105765322,603193.691448228,598494.1865546126,599621.6050248608
4642,7,1,0,23,2015Q2,1857,583705.8881,614769.0032,626723.8917,605397.513,592581.4055,598552.865253717,615517.4614,587631.0151,626577.248,617731.5532,621316.3005,574398.412,599617.3676039265,609219.8175,604786.8599,606325.7758,620297.554
16082,7,1,0,3,2018Q3,6398,627734.2129,609965.4002,568708.0125,586028.0405,618111.9227,618852.7454,606225.7665,610593.8529,594308.655,598378.540963387,611497.7242,578207.391,591121.5773,628672.9843,602078.2106,594843.167,607239.7017
26896,6,1,0,14,2019Q3,13465,607503.0331,603528.9047,599201.3199,575387.0453,578835.5916,605248.2581,621181.5505,586433.9726,616249.615,621513.8871,587687.2875,590887.3014,607446.413,625698.3502,599642.4293,579034.016,597796.3546
13829,4,1,0,12,2018Q3,5445,617532.3392,597927.9017,623805.9673,571135.3657,619371.0024,590102.8589,589606.7889,599748.9078078358,569731.8027,598378.540963387,573260.3572,602157.3445,602543.2036,617008.8745,592235.6425,574122.257,578529.8375
23207,8,1,1,5,2019Q3,11149,581766.123,604217.7766,613723.863,599003.5392,570659.5195,614475.9479,619137.7428,598516.1188,578120.3638,621042.3095,577310.7235,619928.1014,609490.1212,586038.3841,583129.0928,611060.0961,610357.1707
8737,7,1,0,18,2017Q2,3495,581082.0383,612768.4969,571988.2548,591170.0266,616068.422,612401.8165,572715.2796,622744.742,595979.4624,583701.9719,591186.5321,611618.1367,570441.8992,581463.1322,587169.3035,601763.8111,599281.2852
9366,5,1,0,4,2018Q1,3760,596312.2215,598141.6469,584440.3177,593414.057,613098.0409,572355.1175,583890.7549,620550.3538,623385.1826,618034.0989,612166.017,570706.9368,619269.8614,618697.2186,611326.7802,610595.1355,574316.3698
18826,8,1,0,23,2019Q4,7809,580503.8495,593383.6388,580668.5992,582320.1588,569746.5086,589537.0499,605800.4656,579708.0333,613480.5705,602878.6687,574175.2793,576080.8821,602711.7774,602463.1165,600648.7481,587659.8654,605252.8681
23150,7,1,1,5,2019Q2,11089,601247.7344,587197.0468,602146.2473,568910.9646,590879.1818,584463.8056,622376.1902,617239.8345,573833.2199,568692.3733,577889.5045,614070.2478,579629.6113,598095.8532,624776.1162,585308.7218,589997.4387
826,6,1,0,0,2015Q4,335,601519.8946,608357.7546,615641.5008,581019.2061,603819.9665,621091.111,607201.9258,599748.9078078358,597420.0156,593821.0188,617836.3674,615589.9076,585530.6246,583515.1092,596557.8548,582542.7535,617113.0855
21065,7,1,1,5,2018Q4,9225,622022.3986,598854.3324931494,624306.8959,609108.0764,628664.7708,598552.865253717,598627.38952835,614573.5553,580473.4691,598378.540963387,621938.9625,589112.9845,599617.3676039265,587799.3821,574361.4767,575878.9485,616421.8087
125,7,1,1,5,2018Q1,55,577418.9333,625087.0771,582602.3045,592782.1454,575558.9294,610986.165,617465.0518,573205.5504,597564.1217,600493.127,583087.6173,603947.8967,604471.12,597413.4434,624653.2887,626471.3721,575855.8939
20510,4,1,1,5,2019Q4,8870,602826.685,613341.2861,611017.7029,614518.3704,600041.9882,576858.7396,594800.9069,618109.2304,600800.9945,604244.8101,613491.5236,604332.7305,612364.442,597333.8698,578338.54,610308.477,593671.3502
2295,7,1,0,32,2015Q2,909,596532.8709,614208.6359,579564.4076,617665.7922,589461.3336,598552.865253717,604230.9174,599748.9078078358,625824.807,601780.8058,603689.0238,578884.5003,599617.3676039265,606524.8672,624914.5278,624360.5652,574177.6071
26169,17,0,0,21,2015Q1,13205,603604.9474874921,598854.3324931494,598552.2353592789,598479.9032734132,590045.3072,598552.865253717,598627.38952835,599748.9078078358,604836.670615974,598378.540963387,587182.7255,600231.9202,599617.3676039265,622762.4547,603193.691448228,598494.1865546126,609655.7026
578,5,1,0,4,2015Q3,242,608500.7097,613977.7135,606332.5846,570252.7299,613353.5814,598552.865253717,582597.7785,606694.4165,576557.328,583001.5465,610610.1786,627539.5529,599617.3676039265,591022.5504,588348.6219,621922.1786,601507.8432
24184,7,1,0,26,2020Q1,12371,589703.1221,617776.8629,591914.9621,603305.6039,592435.2699,578275.2727,624496.908,595632.9637,608720.7564,571211.9257,573145.3954,598865.7778,588095.8623,626783.4741,588260.5059,594344.7466,617138.6945
23752,6,1,0,26,2019Q4,11774,620602.3644,598854.3324931494,587904.6814,615831.3156,594594.5052,598552.865253717,598627.38952835,617831.8807,576173.8819,598378.540963387,619246.8101,600642.5045596543,599617.3676039265,585511.786,631536.6829,612045.101,599621.6050248608
22035,8,1,0,4,2018Q4,10012,574488.3532,582262.9341,569763.6312,595584.2152,615166.2158,597860.8249,583643.9548,574459.6894,614708.6714,604451.3238,605713.9198,623178.2507,601548.4998,612671.9254,576860.4088,613849.7453,570818.1766
21244,8,1,1,5,2018Q2,9362,603604.9474874921,576691.2152,602350.5214,575196.0403,570573.6921,598552.865253717,598627.38952835,599748.9078078358,604836.670615974,598378.540963387,598673.8455,626326.3056,578462.3478,626372.3635,603193.691448228,598494.1865546126,612890.1601
27692,8,1,0,0,2015Q2,13815,577243.384,581841.2995,624244.1388,578956.8946,604685.954,598552.865253717,600189.8917,600443.9878,601933.1432,611878.5548,582345.6984,616391.444,599617.3676039265,571140.2474,613143.7741,624099.4725,606627.9016
27551,7,1,0,24,2015Q3,13753,605538.6249,613581.6719,613645.9849,624820.5616,601207.9504,598552.865253717,606831.1426,595424.2842,599556.2444,597338.772,569397.8332,595759.5711,599617.3676039265,597801.718,614778.6844,601117.4065,607053.7534
21281,5,1,0,21,2019Q4,9394,569969.787,594712.8535,624713.3514,625323.7233,569462.2889,612559.1733,596922.9921,572419.8811,573046.8481,598378.540963387,622828.9768,596533.1705,599683.3554,591469.3358,568963.3057,605677.2175,615245.4267
16571,6,1,1,5,2018Q4,6634,600278.0063,582525.4215,581646.2892,568773.3303,625975.2533,568747.7918,594927.6719,599748.9078078358,616398.6129,598564.2673,601916.4569,580906.232,616586.5587,595483.0628,579275.5043,612158.4481,616331.475
27420,5,1,0,24,2018Q1,13696,583884.7599,625713.8763,585414.2547,620832.1501,570661.2029,579057.1813,617624.8467,578306.9945,592337.3521,583465.2381,617985.7786,627662.5988,628390.6306,620070.0348,582713.212,593882.4285,573630.8845
16886,7,1,0,13,2019Q4,6788,580554.4419,608217.4259,605945.5402,616716.8428,611204.9214,581727.061,596708.7053,619002.7445,598939.118,598378.540963387,626666.363,594502.4663,618239.5459,613665.9265,616682.7419,583875.409,605673.3644
2249,6,1,0,33,2015Q2,895,621737.4239,626944.1627,609495.2756,621851.1257,624576.8592,600895.1966,596496.5365,640653.3697,973928.0282,598378.540963387,718384.895,669880.5328,609214.8415,709294.553,941143.8822,579974.6051,645209.7468
25016,7,1,0,48,2017Q3,12757,625807.5658,616566.1711,576111.8199,606148.8303,594186.0726,593256.7358,572976.6021,596879.7903,593553.9814,598378.540963387,620659.2716,594154.9672,572870.5218,611045.5791,619383.638,611913.4557,606523.8855
24415,4,1,0,8,2019Q2,12548,571880.3832,595182.7045,598095.0564,571815.7055,621823.2344,573948.6119,610803.0471,573387.3156,628614.5874,597465.0527,571074.8503,611453.4836,580958.0853,620324.4458,574065.9326,597849.038,622245.5183
3685,4,1,1,5,2019Q4,1465,611909.4798,575534.7005,625680.8226,611283.2902,614299.7224,593480.9904,613631.7019,588412.7549,582961.3742,576541.3232,617022.553,611796.644,584827.8121,625935.7758,613531.8094,606497.352,626503.6871
5578,3,1,0,0,2016Q3,2225,583703.4688,575100.8357,591471.5043,607604.9761,611173.3585,611758.6185,603237.2556,626368.5221,571949.9491,574210.5482,578584.6592,599931.7216,604634.1425,592331.1672,614761.9895,595128.4337,621930.1906
4376,4,1,1,5,2016Q2,1753,575500.5198,602954.088,617484.615,606797.991,571612.9407,603990.0103,574496.8319,599748.9078078358,580543.497,578357.8692,612898.4938,592379.2939,621806.9675,578800.2869,591034.8248,610987.688,589485.9973
6208,4,1,0,19,2019Q2,2483,572387.4856,577697.4329,568937.7967,599843.9448,629293.713,620436.4601,570132.2129,599748.9078078358,573162.4828,623355.4087,585993.163,582922.2497,579375.2648,573808.6465,615535.7267,614386.735,577279.2902
18372,11,0,1,5,2019Q4,7561,626835.2032,592005.5373,627878.7119,627114.9977,616980.987,594762.7595,611545.9988,622084.5557,581529.2785,596313.3737,603313.9141,616988.9815,616848.383,602875.1356,619914.6565,609690.7811,590872.713
1333,11,0,1,5,2015Q3,524,599507.232,613275.0126,597809.6164,594369.7746,591602.0934,598552.865253717,576498.8843,603580.3516,596630.8366,606459.6556,581609.1378,620376.795,599617.3676039265,599503.2016,622290.132,575350.9946,598713.5161
25148,7,1,0,24,2015Q3,12816,628329.3483,586767.2387,616755.756,627598.1946,585975.8174,598552.865253717,604303.8976,619842.6659,607878.3874,617824.0158,588637.891,613723.6819,599617.3676039265,574359.2038,580943.5525,591844.2634,580621.0734
22148,6,1,0,26,2019Q1,10106,573841.5886,579725.9787,576614.158,579137.8672,570485.0331,598552.865253717,581459.2518,585543.509,580757.9534,577814.7624,629572.3695,614508.6894,599617.3676039265,597343.4718,571068.1596,623732.0493,589837.186
1134,5,1,0,19,2015Q3,446,588327.4909,592575.7386,589628.5722,572861.1539,589671.4782,598552.865253717,601137.413,599748.9078078358,614448.5226,615265.4017,619939.658,606987.3957,599617.3676039265,574084.601,605575.9892,624305.1383,613336.7081
17547,7,1,1,5,2017Q2,7132,596421.8989,619632.8013,609344.417,625487.0364,601683.7175,590554.58,572742.8479,587841.9402,582658.9003,610754.8877,593068.3658,595540.4157,610433.6498,605319.2396,583150.6306,587862.7641,623679.1655
18309,6,1,0,4,2019Q1,7521,589212.9778,580787.9732,627718.0128,572436.5497,606396.0761,587195.914,589278.6847,599748.9078078358,607338.9673,627751.8122,601999.5963,571193.1447,593764.5403,570737.2437,574706.9021,603563.1453,582601.7678
26504,8,1,1,5,2015Q4,13336,597534.8161,590184.7524,614927.6046,627429.2372,572966.27,598552.865253717,605785.2157,613858.3584,623229.5794,610604.9948,576475.6854,604596.2863,599617.3676039265,623056.1535,625573.4747,612533.7399,622313.4099
10638,10,0,0,16,2016Q1,4242,577734.2968,577940.9503,617616.7347,578969.2007,614203.8319,602004.7968,628194.838,589141.4865,622512.2923,599115.1766,590411.7141,626616.6394,586908.0807,571241.1928,570190.3124,587540.7237,592585.5856
14702,6,1,0,18,2019Q4,5785,584804.3716,621313.7747,625288.3783,578393.4565,613586.7108,604027.4034,579143.2709,593286.5012,626018.3712,577518.5295,592132.7978,627866.5136,609683.1734,594954.844,580066.9646,594619.6725,621617.5374
7700,7,1,1,5,2016Q3,3078,582038.6058,625295.8821,576328.9857,585050.2663,628331.7768,617020.477,573949.2028,623576.119,601246.4497,594739.3236,623616.2905,581477.7942,612631.837,596395.4917,583441.2132,622697.9608,574042.1902
9407,5,1,1,5,2015Q1,3781,603604.9474874921,580228.3837,603822.032,593407.8428,609794.805,598552.865253717,598627.38952835,599748.9078078358,604836.670615974,598378.540963387,624926.8387,577886.1682,599617.3676039265,607378.9019,603193.691448228,598494.1865546126,598258.9244
28144,8,1,0,4,2020Q1,13998,592540.234,585734.3619,598927.3989,583843.1068,626822.8406,569419.6022,626061.1387,574951.7167,620280.9,602200.9252,587486.3418,615407.0279,591323.1253,611321.6894,612574.6787,599585.5654,623510.7466
10102,6,1,0,6,2019Q3,4046,579300.6954,620099.4599,573912.1935,583922.6197,626811.1898,604165.0636,614060.1309,587355.7685,587140.9742,619281.5663,628106.4086,618268.6963,591916.8532,603703.9331,608131.2298,584451.7089,578975.8021
3140,7,1,1,5,2014Q4,1242,589890.9604,570863.8665,605464.9296,610411.4086,598819.7716,598552.865253717,598327.6851,591757.8161,604548.6726,594654.8534,588135.0097,603355.1325,599617.3676039265,619245.4758,632756.3319,607948.9029,615566.4116
2038,4,1,0,12,2020Q1,799,619820.0997,627286.7757,614655.4867,575409.4201,616337.4946,583958.996,605867.3033,572112.3595,579848.5822,620349.5414,624457.4909,617766.2572,616971.4355,614600.7544,625869.2587,604955.9981,577884.5698
14099,4,1,0,30,2016Q4,5533,599550.1751,577229.3722,620019.4107,585788.3656,601362.8826,618628.9005,586088.4667,583234.7241,590475.9183,598714.5265,627943.4953,607011.0673,615659.4069,609740.1672,594578.9507,624395.7689,622084.4736
3159,11,0,1,5,2018Q3,1249,600485.4871,623788.3924,606649.3789,597618.9971,589795.9849,585201.9282,592371.9009,611977.4662,604077.7944,607260.0936,618833.3284,606455.423,597060.9383,619231.3932,592645.315,574265.7266,589934.0714
4259,11,0,0,35,2019Q2,1708,600160.8248,574819.158,594129.3772,576078.9635,584280.7456,568794.2265,620943.7954,574397.7137,571671.6914,604601.2315,585865.8255,608326.789,606933.5423,620935.3019,589742.1157,624852.806,616078.092
20172,7,1,1,5,2017Q3,8618,615618.5154,589109.9217,594855.4781,594940.3987,581826.0654,598552.865253717,596543.6509,599748.9078078358,613121.5056,585212.6328,612334.3547,592944.0369,599617.3676039265,600432.3817,597801.6477,579779.5334,611367.6398
5688,4,1,0,12,2015Q1,2267,568706.93,626174.381,595763.5642,596963.2677,592148.1726,598552.865253717,569484.3696,599748.9078078358,631415.8993,613505.6388,628548.4126,599491.6228,599617.3676039265,621420.6212,613702.8459,578836.7981,610648.6381
9958,5,1,0,33,2019Q1,3990,590079.1858,602838.5774,603391.2445,599208.2801,591322.0702,603910.9681,586518.8515,585464.4001,608070.4095,576399.4746,604615.8177,623797.6457,578436.3594,586438.8939,590125.0168,602139.1104,585889.5525
20929,7,1,0,11,2018Q1,9137,570235.3901,617303.8597,627894.7319,613094.4386,594622.2186,621584.2282,587066.3113,591114.3882,626873.1182,622146.681,583469.2516,581444.8013,578313.5158,608858.9785,576503.146,616072.448,570702.5994
22722,8,1,1,5,2019Q1,10637,594060.4415,571121.4127,609838.7646,615477.6965,598805.2952,600238.3793,571056.0794,575555.7434,624084.2607,598378.540963387,585689.8432,613469.0361,623775.0596,589362.0184,602038.0324,627231.2815,610754.8637
5119,8,1,0,9,2015Q2,2044,609823.4037,627572.9415,585745.0196,599628.9996,582855.2134,598552.865253717,579830.2571,611675.5431,595589.945,601599.9253,615466.8976,605753.614,599617.3676039265,598014.1895,588546.6531,596846.8676,578249.6843
19710,6,1,0,16,2017Q3,8328,596421.5252,622644.6786,585620.2257,626669.402,575835.8089,598552.865253717,595540.0086,586338.0063,601594.4563,589130.1395,581414.2218,583127.3649,599617.3676039265,618117.5476,603145.2337,618026.9214,589445.3784
1923,4,1,0,4,2019Q1,755,571832.1134,597545.6787,597661.5081,584328.7787,605670.7446,624369.1533,586106.0678,599748.9078078358,627247.2895,572219.1025,627531.8481,582489.331,611493.7538,594951.7286,570651.0411,584790.3604,592778.4002
23306,10,0,0,66,2017Q2,11260,620580.1251,578957.0412,580357.1696,618096.1372,626538.9416,587342.3814,622485.2191,602448.4466,603205.4831,607381.4794,606476.6089,577868.162,600453.9003,576971.4431,583948.4968,584792.461,570458.6667
10993,13,0,0,19,2019Q1,4374,604620.2411,615187.9874,594981.37,601990.8375,584962.5641,603489.5258,600542.8113,569118.9601,604948.8571,576764.1516,612216.1491,578145.9811,586357.6261,614109.543,600853.1966,581936.2765,606735.163
12079,8,1,0,42,2019Q2,4799,597196.5639,572832.8075,584214.2438,613730.8584,582926.3147,601844.8669,581757.705,589499.8346,636715.9175,619277.285,622228.1281,572171.4169,577566.2451,624042.4893,611276.8634,611653.6642,604999.9208
17104,9,0,1,5,2015Q3,6904,600327.5697,609827.0454,600947.2275,580461.8545,595179.48,612888.0302,573871.4081,581154.858,628090.0437,594481.2414,608526.9285,624917.3124,614205.9201,598343.6518,586069.3567,595540.4203,596341.5586
23647,8,1,1,5,2019Q3,11647,588593.0597,612178.9715,610533.625,601025.5602,607671.7734,587354.0719,589878.7801,607608.3999,614689.9297,571023.5925,588322.4796,625159.2384,603347.7025,628278.5288,584325.5917,625473.6322,572221.1223
8521,6,1,1,5,2014Q4,3401,628356.7716,622707.0454,598552.2353592789,598479.9032734132,592094.8218,598552.865253717,621104.4321,599748.9078078358,604836.670615974,598378.540963387,600614.9081356999,600642.5045596543,599617.3676039265,600919.1105765322,599185.8309,598494.1865546126,627162.2103
