,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_14_Y0,Variable_22_Y0,Variable_1_Y1,Variable_13_Y1,Variable_19_Y0,Variable_9_Y0,Variable_3_Y0,Variable_30_Y1
17252,4,1,0,38,2017Q1,6982,571405.643,597409.224,579109.3654,570719.524,590398.0307,600842.6516,602576.2847,604311.2386
23589,7,1,1,5,2019Q3,11578,588888.411,588179.8749,584053.8754,575847.6879,605464.4611,573439.7886,608812.9054,605408.5249
2194,7,1,1,5,2015Q3,867,594084.2546,600973.943,629377.6172,621833.2473,617600.5702,617796.4745,577004.6578,621728.9592
6681,5,1,0,49,2019Q3,2677,628854.8038,622530.7537,605255.0366,571447.07,588026.7324,576921.806,598132.8072,604863.1035
1032,4,1,0,12,2019Q2,404,609836.6946,582012.7815,573447.5564,591486.1599,590556.3042,595249.8088,605446.6136,605218.8177
21201,6,1,0,8,2020Q1,9329,606059.196,580317.0475,623495.9419,617759.2511,595468.4668,631125.2586,587068.6963,572289.8276
19113,8,1,0,66,2017Q3,7964,611641.9566,617775.3247,583301.3212,603301.3305,616266.5482,587054.5783,596654.5096,617429.0966
8927,7,1,0,24,2015Q4,3567,632658.6946,577503.9219,586586.9752,603018.7837,592088.6939,604020.1451,583092.8512,598538.3875
5663,6,1,0,12,2017Q3,2258,613695.0659,603169.5317,598985.4092,622725.5261,594515.7339,618929.7974,569705.4712,571933.7726
17140,5,1,1,5,2019Q4,6925,626360.6382,612989.3043,599088.5478,598624.497,581358.9691,584807.1857,620871.2831,605248.4267
22462,7,1,1,5,2020Q1,10379,571769.5677,624136.0914,626719.5326,618396.099,598057.2642,616315.4861,628652.3341,600024.2476
3251,5,1,1,5,2019Q2,1283,618795.7039,617045.4138,580117.0938,585889.7061,581608.0952,625216.0642,624157.9715,618700.379
1265,4,1,0,12,2016Q4,498,617258.7786,574490.6462,590353.0592,622301.3773,603183.3117,628427.7623,595670.4266,595201.28
26274,3,1,0,0,2015Q3,13245,701037.5127,668553.5353,739893.4502,625284.3176,895586.0778,902888.7336,618654.4706,664115.4878
16992,9,0,1,5,2020Q1,6845,608652.5802,579089.0745,605188.7211,610069.9281,601824.1663,623258.3211,604393.2436,604749.1426
7481,8,1,0,33,2019Q3,2975,604804.54,621683.226,613417.9673,612208.3557,583822.5704,627338.6357,625878.7555,600454.741
5347,6,1,1,5,2018Q3,2131,601207.2184,620221.572,623568.8466,624811.1181,581694.319,611274.9713,591883.7806,617148.925
17113,7,1,0,12,2016Q4,6909,604228.7557,619499.7465,569702.8107,594831.1061,625308.4328,608335.5382,575697.1943,573148.5886
468,7,1,0,20,2019Q1,202,622255.6107,611075.5993,593788.8417,598677.5674,622920.2796,602996.5048,610278.2647,577040.3847
15445,3,1,1,5,2017Q3,6102,596776.7599,618059.0725,628646.4221,586727.4094,578476.8562,583093.591,587724.9476,599632.4098
27372,6,1,0,24,2017Q3,13676,570732.2079,619036.0884,616288.5521,604428.331,614696.6855,613798.5948,601560.4748,606249.2368
24893,7,1,1,5,2017Q4,12715,605658.4216,628733.5088,605368.6176,594736.5458,619734.2497,629620.7727,616685.9162,585894.287
27646,7,1,1,5,2019Q2,13795,578532.4063,618167.6315,615282.1447,607981.0659,578819.1067,605478.4994,592698.3976,594303.8982
6261,8,1,0,12,2017Q1,2504,592446.5225,599340.7466,576629.183,609642.3172,596316.052,598245.1339,630545.7609,570809.9149
19946,10,0,1,5,2019Q2,8469,581342.6583,571926.0774,577682.162,601844.6807,590389.225,573164.4302,599111.3172,620487.8678
25761,10,0,0,8,2015Q1,13050,633188.4804,603669.2605,600436.2664,613125.3691,567083.0474,598998.014,622955.3442,590574.9483
25032,7,1,0,0,2016Q3,12765,591807.7983,596392.4358,577170.8728,577161.2592,590792.4528,579860.9373,611656.9545,593747.6015
7306,8,1,0,44,2016Q1,2903,584494.6668,589131.6282,614291.1365,610335.4286,598614.3518,571450.5101,624389.8893,615068.6126
19547,8,1,0,26,2017Q3,8228,599021.9101,624826.3759,584862.4328,626337.2822,605514.9256,619908.7911,602987.4849,572601.598
19614,6,1,0,47,2018Q2,8270,625876.9928,592518.075,609178.673,572588.4331,601864.4515,587837.7721,595748.1607,585213.8493
11042,7,1,1,5,2019Q4,4399,582947.1594,620222.7995,571639.5786,568636.5406,603164.208,570947.5673,603250.7083,585508.3151
22341,7,1,0,26,2019Q1,10261,599823.1706,610613.4212,580968.0991,611695.3453,578398.7747,591105.9429,623394.7775,615253.2844
24511,7,1,1,5,2016Q3,12579,612231.0335,617266.3064,571265.7384,582242.5878,614334.9849,600995.4126,603357.9063,587138.3671
28210,13,0,0,8,2018Q2,14026,623139.1605,603354.2525,615865.8229,594894.9094,609707.866,594006.8999,575491.96,616792.1062
3499,8,1,1,5,2019Q3,1385,575995.5049,623762.2398,600231.5782,606253.3628,586147.6194,619202.1431,620683.601,580498.0593
19840,7,1,0,58,2019Q4,8404,584483.1475,580255.1527,594205.9082,595056.3127,606477.5604,586121.3282,578795.1729,615156.8135
4087,8,1,0,51,2017Q3,1632,614484.9591,589468.6673,603594.5545,583687.6191,601007.6582,606067.1557,604908.9865,615789.0065
20352,6,1,0,2,2018Q2,8738,621532.2234,573489.7387,603634.8528,587654.2905,603981.4552,617972.723,609744.0925,574158.1802
6844,5,1,1,5,2016Q2,2729,619662.336,623219.8373,594698.0039,601989.0567,589193.4366,612610.0311,580713.0054,590863.5813
539,9,0,0,38,2018Q4,226,611830.9652,606250.3087,615296.7822,584612.5543,601514.9904,599999.4911,628684.4224,612919.4757
25968,6,1,0,11,2016Q1,13114,589435.5997,589483.1973,628477.2904,576090.6295,605874.8521,627645.6907,575099.2958,590959.9755
6717,6,1,0,8,2019Q4,2685,582206.4406,619234.4985,607859.6707,603365.7953,616124.788,607711.2149,605628.5414,586249.2675
28172,8,1,0,0,2015Q4,14007,608620.7932,572821.8357,592617.9644,607841.6154,572579.6584,573045.4501,582260.8399,598363.4643
14493,6,1,0,18,2018Q3,5698,622046.1441,609523.3962,577320.244,571031.4698,611590.5623,603466.2713,575686.9631,599771.4897
18831,5,1,0,13,2019Q3,7816,593509.8736,592879.337,616987.4483,621199.1528,623704.9739,634415.027,666861.5863,613737.6587
18401,6,1,1,5,2017Q3,7576,602847.3188,619123.3052,609490.4357,592607.7028,575993.3089,621357.9329,610870.5423,608051.0473
5247,6,1,0,19,2017Q2,2093,609036.0836,589799.9821,620346.1184,585342.9248,575606.392,620003.6332,615997.1353,600687.1202
10104,4,1,0,6,2016Q2,4046,601553.0435,620250.248,627304.704,615756.2209,608152.2091,581013.115,611558.5368,589260.2001
16142,13,0,0,53,2019Q2,6419,610129.4127,573883.391,572194.5358,573295.1459,585455.6767,565106.7154,603772.857,594359.4016
3560,7,1,0,33,2015Q2,1413,588952.3487,619380.1979,624108.6536,612152.2573,591619.3498,596611.395,586084.493,613945.0531
13877,6,1,0,55,2019Q4,5459,584449.6865,629002.5822,606828.9547,575262.1295,611106.9201,599794.0281,619285.5485,600009.8878
21769,7,1,0,20,2019Q4,9774,575130.4732,624489.0866,597671.0923,599268.3936,628645.6247,596760.7876,581958.2604,580486.0984
7329,8,1,0,19,2018Q4,2916,581527.7044,601251.3923,572757.7645,604577.2789,602788.2173,611389.0198,619519.6422,627064.4334
2630,6,1,0,21,2017Q3,1042,572919.8529,616160.732,596221.0258,628208.5874,614657.1578,612602.1124,592848.5134,623701.9889
6316,9,0,0,42,2017Q4,2528,601745.3607,585487.3987,578031.3581,606890.4087,620265.2763,604034.131,593666.672,625189.2249
4260,11,0,0,35,2018Q4,1708,601113.4388,607363.9451,578126.7041,596716.4933,619193.1123,570806.244,616814.9554,607445.3779
10520,6,1,0,12,2019Q3,4207,569095.988,572970.6836,623957.0982,576893.1148,583644.1057,595862.8324,612474.0413,608386.9817
28005,9,0,0,4,2018Q4,13940,618389.4968,582214.2017,574182.5095,590199.8092,626391.5671,618183.2587,600895.8964,616313.5051
16855,10,0,1,5,2019Q1,6771,589744.7949,593298.1689,607619.9147,578879.7276,600894.5062,614851.7426,619621.4053,583566.7198
24444,8,1,0,42,2019Q2,12557,585680.5888,579123.8234,588016.5685,572649.4815,602574.3721,598733.1239,608596.3692,612910.1958
21329,8,1,0,4,2019Q1,9431,623674.8241,611686.7576,615520.1606,626957.9611,604416.6414,592325.31,572998.0264,624265.7236
21962,8,1,0,42,2019Q4,9940,588967.796,613450.7154,614891.1468,590731.1433,615820.6725,614802.2505,643745.5001,622053.9297
15587,6,1,1,5,2015Q3,6180,620978.8295,573514.7378,616211.1155,620209.2533,599628.8661,615149.3379,599132.9643,605741.1986
17300,8,1,0,16,2017Q3,7006,593148.6599,609743.2488,609486.4241,606186.8258,609683.4464,611542.5639,575958.3694,573801.6548
11079,11,0,1,5,2017Q4,4411,582039.4587,587539.8755,614912.979,615498.1113,603445.7637,573820.029,583183.7488,578881.5474
26849,8,1,0,32,2019Q2,13449,572959.8136,589672.0576,605148.7768,622395.5347,600623.1073,596864.2239,616523.4985,587691.3225
24919,7,1,0,4,2018Q1,12726,627630.0581,616341.9577,610159.5333,618787.7534,634152.2178,624783.7529,607210.2776,602524.0968
5961,8,1,0,4,2018Q3,2383,583981.6291,581557.9001,596103.6743,606509.86,623009.0154,617448.2716,604580.7894,592700.2771
19526,6,1,1,5,2019Q1,8215,620128.3618,575519.3386,575872.6504,572544.4695,577399.5241,616042.2835,599627.5599,618123.5784
24758,7,1,1,5,2017Q2,12665,582900.8364,608666.916,577069.9068,620732.1461,618479.801,624079.5671,573890.9053,587570.7573
778,9,0,0,33,2018Q1,316,584848.809,584228.1344,619213.4451,613958.1996,728315.8078,604189.7253,690649.8627,622527.9166
1453,6,1,0,11,2016Q4,575,619134.7817,612832.3075,624004.297,583505.6003,585432.2671,608663.8327,612927.688,621543.7716
4408,7,1,1,5,2018Q4,1765,620016.7926,610527.8947,583415.5851,606183.1612,579220.7454,602493.1796,630587.655,592264.7626
26526,12,0,0,19,2016Q3,13346,580302.0201,577284.3583,580394.4103,611254.9605,598351.5001,615080.1423,601589.9872,626321.3971
17950,8,1,0,51,2016Q4,7338,588949.2095,574529.66,582960.8576,572742.8035,621178.5783,631087.0684,578094.1155,571192.8572
19872,8,1,0,19,2019Q4,8425,619889.7841,615381.3832,585150.5538,590115.067,573118.3391,626547.8812,606781.6358,616343.2189
16149,9,0,1,5,2018Q3,6421,592660.7986,608506.6936,616109.4047,585483.102,594301.8066,576913.7504,571967.3327,595008.7651
18752,11,0,1,5,2019Q3,7764,593907.9177,572401.528,575102.2322,606875.0847,582352.6388,599523.5304,585720.9487,605411.8456
4156,9,0,1,5,2019Q4,1657,580561.7357,620210.3837,618270.3632,581382.4621,595999.212,627578.8559,584699.0362,624743.8374
10501,6,1,0,12,2016Q4,4200,627752.0436,592775.7104,575600.4161,618714.2028,585654.9657,621551.9011,628511.6864,576678.1127
13641,7,1,0,12,2017Q4,5361,573740.7099,610283.3421,590966.1375,599321.8451,623672.2588,595949.0859,583048.5298,592206.2185
25344,5,1,0,51,2020Q1,12894,575012.4974,615649.9764,592837.3341,613692.6175,599589.9308,617681.9451,626931.9892,605593.0569
3564,5,1,1,5,2016Q4,1415,618540.0988,594716.5001,579403.9724,625382.9757,592438.2087,582610.3895,574052.7324,606223.8552
20848,6,1,0,18,2018Q4,9086,608072.5822,622612.891,612172.6723,590845.8684,602418.5385,579835.7303,581768.8838,617490.7495
19889,7,1,0,13,2018Q3,8436,628034.4445,569618.8002,605330.315,627469.5049,619049.773,632530.9194,619912.953,595507.0978
27785,4,1,0,12,2016Q2,13852,573339.6368,590192.2562,604142.3138,588035.9726,576978.123,616935.2472,628767.5919,625117.8294
7870,7,1,0,8,2018Q2,3136,599458.9316,578648.5452,588628.1947,594708.8388,584555.0439,609715.3245,572592.5951,614900.5057
10541,6,1,0,80,2017Q2,4213,594559.5914,625427.5686,580524.968,627833.494,626733.9716,583943.0122,583512.351,617090.7038
11262,7,1,0,12,2017Q3,4467,626891.4437,569302.2087,604406.3645,609927.5744,578785.5797,610266.6224,593504.1513,575013.6532
23832,8,1,1,5,2019Q4,11876,605800.3714,571418.0936,592038.2652,618414.6793,603792.4534,592490.5639,573455.1999,611191.9708
10335,5,1,0,29,2015Q4,4137,606834.6707,608027.4703,604359.3446,603149.9665,631094.2652,580822.9385,570803.7153,622096.0151
6000,6,1,0,18,2017Q1,2395,628638.5308,603105.0115,596991.7772,588735.3272,594930.9929,591823.2551,621746.9675,572157.4993
2477,6,1,0,0,2017Q3,981,579711.8172,581625.1791,625997.436,612459.6459,615521.9947,603519.8834,624274.7949,603233.1345
21348,7,1,1,5,2019Q3,9446,582580.6551,611951.6126,629852.9203,573389.285,639515.4582,630028.9515,607077.1194,597544.1075
8512,8,1,0,11,2016Q2,3399,590953.1016,582423.359,627370.7251,569864.7779,602723.1016,570960.0955,627148.0807,581576.3592
25457,5,1,0,14,2020Q1,12938,594651.5403,587370.4454,628808.597,598071.7638,571827.0327,626294.0499,601359.4805,591535.7756
552,8,1,0,13,2015Q4,232,610235.1962,625182.6928,666839.5707,613243.0703,752559.4452,767647.0394,937562.6258,622058.3166
27400,7,1,0,13,2015Q4,13688,622429.1964,572659.7134,620272.4939,590763.6092,575046.0667,616888.7552,571904.2968,604445.5548
9281,9,0,1,5,2016Q3,3723,619270.7397,594601.1683,584638.8558,627668.2122,604603.4789,577721.4661,618058.6323,571221.0683
907,8,1,0,13,2017Q3,366,601490.0015,594003.0417,623358.7395,606023.2342,624490.2261,580654.3913,570841.6502,621560.6567
18823,8,1,0,18,2016Q4,7807,578039.1579,578803.849,584590.9506,600713.1314,599099.0695,591564.0388,574217.9405,575795.6659
9309,13,0,0,94,2015Q4,3734,625161.4603,620551.1516,572389.1711,607800.5444,577098.151,595523.4111,573928.4601,604674.5847
17709,7,1,1,5,2019Q1,7212,617227.5765,600318.0489,577123.3812,627238.6268,586390.7465,614663.6451,584678.0531,582670.6752
25848,6,1,0,8,2017Q3,13074,587697.5435,573310.7471,628600.9062,591334.8671,580357.1229,599981.2948,623764.9166,599884.2108
13245,7,1,0,19,2020Q1,5202,581940.3034,580875.9733,603317.0124,624115.0088,618887.658,611963.3925,621827.821,586604.2068
8591,7,1,1,5,2017Q4,3437,604023.0814,624811.8817,614395.5274,600147.1268,597559.3551,608502.5777,614748.9732,595053.3633
27779,2,1,0,8,2016Q3,13849,587373.1172,611145.9714,598845.732,576714.8626,613054.3793,607641.2734,618008.2612,613785.0924
4300,11,0,1,5,2019Q4,1723,603241.9603,594429.1444,625254.0506,620578.0581,584671.9772,572455.5347,604166.3549,613989.1714
22229,8,1,0,25,2019Q1,10167,593879.2765,623302.859,603239.9544,599350.1215,616788.9861,600518.8497,622576.5591,589853.8402
24513,6,1,0,12,2017Q2,12580,587661.456,614369.8878,582000.7438,622901.5287,584274.4053,574435.17,578823.4857,573434.9771
23116,11,0,1,5,2020Q1,11060,597365.6949,627456.3719,599146.8868,621301.6537,594996.6538,570607.2363,583076.8368,577058.5121
2528,7,1,0,4,2019Q4,1004,621466.1647,603024.6946,628212.7385,601100.4645,614831.7864,584573.9206,593233.363,592185.2889
8135,4,1,0,29,2016Q4,3241,619449.1485,617458.3019,601543.1157,581307.1168,612805.7667,609209.4857,584479.4705,619446.3737
1529,10,0,1,5,2016Q4,605,603439.6972,591928.4806,586673.0785,593516.3923,620079.2947,569728.205,583179.4523,591573.9622
27359,7,1,0,13,2015Q3,13669,597585.9094,592399.1814,580354.0486,612737.6728,579358.5025,573914.7608,599416.4985,614665.9483
18167,7,1,1,5,2017Q3,7449,615096.3946,582420.6429,579298.1873,626953.7734,618575.6707,624417.747,574583.5419,600091.0981
7724,7,1,0,3,2018Q1,3085,595366.4448,573678.5159,595703.7458,613561.9122,621810.6852,627368.5134,609294.3874,577340.1879
25915,7,1,0,13,2015Q4,13099,629863.7261,617517.68,571866.7041,571462.4656,617342.2533,646613.0693,602318.8299,601959.0766
15245,6,1,1,5,2019Q3,6009,619618.2482,591167.0214,605315.1553,618729.8281,592255.5565,572723.024,570646.325,623661.2406
20117,9,0,0,11,2019Q4,8580,613459.512,578191.0016,610672.175,627085.804,617366.8992,580831.6709,593055.404,578554.1751
15917,9,0,1,5,2016Q3,6329,584456.3111,589821.5264,628325.842,608411.4766,581085.9698,580722.3267,594450.119,577349.2102
22522,7,1,1,5,2019Q1,10437,582112.1588,625749.5376,591435.2044,607957.7793,575819.679,621385.5196,613557.2827,580836.4413
8114,5,1,0,12,2017Q3,3236,579271.5443,581554.3335,574314.5396,590764.5038,623731.826,607664.8511,584166.9298,622857.5848
18625,8,1,1,5,2019Q4,7699,618347.2252,624976.4685,606228.7916,600883.3423,574302.4664,620129.0054,577307.823,577085.8672
7629,10,0,0,21,2017Q4,3040,607971.2469,608961.9571,589770.8396,590516.7716,661229.3851,623240.8812,651709.8878,584736.5169
18560,5,1,0,53,2017Q3,7667,585310.1354,629924.3735,600295.7792,585103.0274,642823.8245,636561.2669,623603.4458,588556.0465
140,6,1,0,12,2019Q1,60,620081.4504,621170.2503,619141.8836,602481.4548,627961.1945,600138.3455,590307.0686,617548.8197
20393,7,1,0,33,2018Q2,8772,697313.2126,639890.8839,594786.6705,610056.1929,786455.911,841244.1296,678735.6521,589365.0565
22303,7,1,0,26,2019Q3,10229,614306.5556,625147.6082,583168.4353,602208.7598,586479.0577,589546.1126,573184.5465,597702.0898
12341,5,1,0,30,2016Q1,4876,599384.8955,630632.0672,612284.7037,599944.7639,657461.3138,663320.8941,735261.1143,596730.5671
19990,9,0,0,18,2018Q4,8501,627480.3712,613652.8181,585397.6159,601674.776,610579.7356,613187.1094,591498.4847,585954.1274
26007,6,1,0,58,2016Q1,13128,571188.3873,599630.7999,596479.3544,584501.9525,618496.8899,625925.9661,591215.4014,614585.4802
17740,7,1,0,0,2019Q4,7228,584887.6559,604419.0691,596627.2284,600961.2052,627270.929,576904.5154,620384.3617,587125.1425
26615,9,0,1,5,2016Q4,13373,617858.3005,602941.2864,588892.9229,618723.5755,578782.2651,619468.3199,610629.3994,625456.0746
14912,6,1,0,30,2015Q4,5871,571813.7256,580048.668,587799.0694,609742.6178,602652.1324,576085.963,594735.2685,612239.6879
5117,8,1,0,9,2018Q2,2044,572179.6253,607646.1773,589406.0496,613599.0957,611215.5059,574115.6148,594246.1759,617037.6857
17649,13,0,0,21,2018Q4,7186,572133.8753,594471.2808,571938.3422,596883.0666,623252.3604,623449.062,609471.5475,585148.3306
19989,10,0,1,5,2019Q3,8500,574530.4968,614218.069,579062.4101,578851.287,611742.3214,593311.5992,601814.6255,622511.221
27777,7,1,1,5,2017Q3,13848,628712.5791,575139.2802,569446.4065,595133.541,628142.3945,573372.3279,617448.2097,612300.9527
5089,7,1,0,12,2019Q4,2033,613221.232,570601.2811,586628.0682,587032.1214,605945.7994,602997.3059,609826.8981,600252.7869
10083,4,1,0,34,2016Q3,4037,580035.8886,589599.403,585960.1005,607170.4255,578388.2752,615248.2494,585306.911,596959.9026
4427,4,1,1,5,2020Q1,1773,608238.718,573991.2093,597055.0313,573522.5879,625023.1251,588651.1434,584322.8208,569896.2566
8448,7,1,0,13,2019Q3,3376,611642.7067,587609.2543,629220.3684,576891.8943,577366.9319,587867.9606,574386.2334,592099.6588
20279,8,1,0,42,2018Q2,8692,617512.6238,619727.7379,614418.3056,591756.0167,608532.9494,577820.829,578754.6409,603274.6955
1987,5,1,0,4,2018Q1,779,610022.7393,591386.8297,606572.7931,614428.4856,602511.2543,597159.2771,611770.232,622049.0664
9994,6,1,0,28,2017Q4,4004,588709.1822,629105.0104,571586.4589,577125.2869,584170.4166,586065.7904,572196.803,610789.8537
17436,7,1,1,5,2017Q2,7081,570362.3631,571061.702,610531.4323,610595.8669,621598.8542,611409.8732,624251.7977,590283.1912
10471,5,1,0,12,2018Q1,4188,621466.4531,572403.4808,579757.1737,605681.3874,604035.6305,619818.39,600971.3268,615635.9507
20769,7,1,0,35,2019Q1,9036,572952.2687,627601.8371,611327.4984,623693.568,573342.8016,586445.0755,578692.2194,578336.5681
1433,8,1,0,20,2019Q1,567,595159.5094,616955.7331,570285.908,597497.6754,611883.6066,616876.3449,598614.5059,608152.2018
27145,7,1,0,4,2017Q3,13581,573151.2017,606501.4712,613250.6237,622777.3421,596556.8379,587250.2188,581413.6807,569734.2274
26414,11,0,0,13,2016Q2,13305,591059.9299,606314.8484,625443.653,574009.908,766457.037,729991.3093,642443.8313,624851.2024
20320,7,1,0,35,2019Q4,8715,586518.2371,605979.7021,571234.6923,571114.3427,571754.4984,588451.2001,590010.5377,594185.5466
4766,7,1,0,33,2015Q4,1902,628139.8924,584273.0677,617220.0947,609376.0783,611493.0518,572108.8095,596789.2985,600167.6868
3798,6,1,0,11,2016Q3,1503,580560.3912,597956.2079,628109.4918,575928.7544,611341.7812,574352.1265,589222.7086,577794.114
25625,7,1,1,5,2019Q1,12999,610766.9592,582286.4597,593276.8937,596068.6991,589494.9006,594630.5953,587171.3489,608661.2692
17105,11,0,0,12,2020Q1,6905,572413.2288,579770.4415,573045.9155,611505.4252,607461.1383,614788.0505,579993.0689,591298.4245
10561,5,1,0,19,2018Q2,4219,597781.6173,625182.0771,591087.7632,580149.5895,627769.5978,629536.09,599821.6833,597136.3535
20206,10,0,0,4,2018Q4,8637,591931.5523,569724.9534,598716.4356,579709.4936,625557.029,609157.4038,628518.688,596355.4258
17581,7,1,0,0,2017Q3,7146,572687.1322,594174.4316,581579.7468,588657.025,607474.657,596612.6269,589100.1652,625370.7412
14251,5,1,0,42,2016Q3,5590,585756.0312,577111.4213,588420.696,617144.2936,588027.8813,577613.9948,575637.0254,612291.2159
115,5,1,0,4,2019Q3,49,578528.0515,629755.7102,586864.9946,621723.2101,620395.9152,586250.3164,590799.1111,598540.6138
1177,8,1,1,5,2019Q4,463,602938.8882,605282.3372,597501.0212,595543.3376,612011.0393,588796.5093,578975.4153,583051.6473
9582,8,1,0,19,2016Q3,3856,600038.992,623926.0369,572312.4494,576293.4354,619001.9454,585742.4207,617224.7265,570370.9313
14271,8,1,1,5,2018Q2,5603,612700.4259,597228.2049,624812.8276,624979.5072,590286.126,605813.5617,577233.4518,572121.7085
7903,7,1,1,5,2019Q2,3149,624042.4824,607184.8639,614755.0415,607233.8349,624536.1743,582252.0287,569581.0556,601589.9934
22635,7,1,1,5,2019Q1,10557,571731.6218,615106.5808,583860.712,594915.3819,611978.5546,584897.2198,599690.1081,627458.1716
12082,8,1,0,42,2017Q3,4799,578937.0764,599073.8631,620134.8785,617014.2932,624160.4862,585959.2337,584505.6853,598238.141
5414,10,0,1,5,2018Q1,2159,584546.643,633104.6977,629891.6025,597486.6945,644460.77,670420.287,669703.6452,623628.53
27474,7,1,0,3,2019Q1,13723,609278.4237,569046.4806,598539.5076,609289.1525,570394.7668,622501.8645,612456.9522,614926.1292
2602,5,1,0,0,2016Q3,1033,580198.403,621188.916,576621.1874,578953.4551,614813.8041,597955.8473,608811.2207,591529.0222
2327,12,0,1,5,2016Q4,922,613160.5174,586829.1587,621347.9793,569246.2124,597960.9334,578464.37,582468.8611,609813.3669
20845,7,1,0,12,2018Q1,9084,584539.9686,614891.9417,572234.3908,613333.8196,597160.4652,603783.3539,574243.2432,574792.4428
6606,6,1,0,4,2017Q4,2642,589052.1654,608545.6878,592324.4573,601992.9479,604784.7942,634314.2282,622260.2119,599875.1919
26301,11,0,0,6,2017Q3,13261,590882.4559,581697.0796,570735.9994,589092.6084,582543.4271,608206.7752,585274.7973,617117.52
16825,5,1,1,5,2019Q1,6760,595383.0015,580409.2473,592095.5133,619445.6982,580971.9607,575308.3266,624519.2014,611037.4045
3010,3,1,1,5,2015Q2,1197,596723.18,628002.7711,588152.4091,582546.8254,603988.0205,616343.5686,617461.2978,617874.0024
12141,6,1,1,5,2016Q3,4814,618715.5555,616133.3544,590397.6295,604409.0566,613091.962,597030.8715,606997.2196,595350.1699
9896,10,0,0,45,2015Q4,3968,594742.355,592016.583,586438.894,618194.8183,615967.3036,577127.5621,584560.2328,597874.5643
19609,7,1,0,8,2018Q1,8268,604280.5898,599681.1254,629732.2623,601915.4385,579249.7114,602738.2075,600447.3867,606173.1778
8396,6,1,0,75,2017Q1,3354,593348.0389,581720.3137,589472.8099,591113.0875,576852.1425,606303.3585,574550.1842,572802.7389
15087,3,1,1,5,2018Q2,5939,612971.9651,583773.9998,628077.3195,588551.755,592034.0988,588085.1281,628705.3017,626953.0448
5421,7,1,0,12,2016Q4,2162,574291.4871,579268.3566,616058.7543,604399.3271,590981.3663,605637.8096,624641.4326,599560.0778
27101,9,0,0,10,2016Q2,13554,646246.9671,579511.0326,638637.2367,597478.2668,610523.5754,656460.5187,677878.4154,635364.2407
2760,9,0,0,2,2016Q3,1097,579759.52,588680.1638,591487.5959,579089.4073,608485.2009,591624.0994,605210.3937,622780.4074
26429,9,0,1,5,2019Q4,13313,622410.8654,577097.2697,570268.2627,597766.7391,625235.9387,625055.8408,572961.6192,574814.7014
18670,7,1,0,20,2017Q3,7716,582392.2379,614818.25,620108.5453,578769.5499,622878.3428,593509.107,590121.7998,597390.0674
20900,8,1,0,12,2018Q2,9120,600618.1242,614680.0545,577518.1305,591258.7841,625278.7497,620873.9468,574941.8726,618491.1795
7918,11,0,0,11,2019Q2,3156,604650.3009,583784.3184,616587.4981,573776.7783,608741.4954,582823.7894,585617.19,579279.1363
14926,9,0,0,4,2019Q3,5879,619755.7758,575781.6668,583633.6587,597339.049,572754.0895,599242.3696,612967.0816,579546.4463
4922,8,1,0,13,2015Q3,1966,589834.5423,593658.5932,606902.9081,594895.2792,588354.8572,588781.9991,606709.3299,575362.7611
8622,5,1,0,35,2016Q2,3444,615525.1599,622045.5856,607930.6233,623390.4739,630763.312,602045.9347,599306.6705,626183.0745
27952,7,1,0,4,2016Q3,13916,614083.2575,613735.7171,570639.2085,569923.9737,597593.9472,620878.6291,601679.1486,578322.5111
3591,6,1,0,4,2017Q3,1427,596695.0888,591727.6221,611784.6177,599832.3855,608740.2424,589540.7565,606678.3856,589517.5888
15547,7,1,0,30,2019Q1,6166,596710.9442,622262.9044,619994.828,582708.078,622504.4907,571451.82,581256.2124,604902.3853
14425,5,1,1,5,2017Q3,5668,612276.3476,615907.4857,585195.3216,622888.059,642380.6908,650877.9562,629941.9003,573811.9085
20272,9,0,1,5,2019Q1,8687,569294.6098,590454.4005,587776.3221,590589.7421,603005.1759,606831.9585,622445.6223,595285.101
5829,3,1,1,5,2018Q1,2320,615000.2014,619693.6087,570002.007,610506.4574,570455.6251,613378.9367,618643.3875,586164.9042
13961,4,1,0,12,2017Q3,5487,620930.7673,583372.8419,582715.9126,607292.9036,588268.7786,587543.5601,608154.5204,618919.6202
10553,6,1,0,12,2016Q1,4217,580165.9698,611795.7274,579786.1387,606250.7002,582991.9041,625686.5703,601714.2397,625426.876
25227,10,0,1,5,2019Q2,12850,608382.6153,580503.9244,572607.064,572935.7521,601352.9484,591372.9883,595292.9331,580388.8637
1048,9,0,0,12,2017Q2,410,604240.5134,588831.442,616196.6981,625188.0572,571473.3426,583796.1853,591235.5381,607682.9584
3887,8,1,0,3,2019Q3,1537,581855.594,599334.4655,598198.6678,612721.8809,608995.871,629664.2638,628124.7427,583363.9061
20452,8,1,0,34,2017Q4,8824,599122.836,585685.9719,577177.164,612944.5695,602963.7907,591505.1414,607686.354,596608.407
10598,5,1,0,18,2018Q2,4230,587787.9169,597738.855,621158.1303,597026.2745,584618.5615,588512.0771,583522.9312,577122.7092
10278,8,1,0,35,2016Q1,4118,596360.3293,571967.9242,569768.5135,614573.4136,613322.3015,578744.1444,609274.9051,605645.1765
199,4,1,0,12,2018Q1,90,588453.1384,581831.8244,580041.3359,605974.6419,571300.4242,584045.1163,583073.0556,606123.3471
