,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_1_Y1,Variable_13_Y1,Variable_19_Y0,Variable_3_Y0,Variable_14_Y0,Variable_22_Y1,Variable_22_Y0,Variable_2_Y0,Variable_9_Y0
1048,9,0,0,12,2017Q2,410,616196.6981,625188.0572,571473.3426,591235.5381,604240.5134,589397.614,588831.442,604493.56,583796.1853
3887,8,1,0,3,2019Q3,1537,598198.6678,612721.8809,608995.871,628124.7427,581855.594,600178.4434,599334.4655,621071.887,629664.2638
24922,7,1,0,4,2014Q4,12726,581687.3438,613871.9207,626138.5337,611303.7841,595249.7172,614394.7298,624699.173,617563.2083,598475.6247
20452,8,1,0,34,2017Q4,8824,577177.164,612944.5695,602963.7907,607686.354,599122.836,585139.5347,585685.9719,630533.3781,591505.1414
8649,9,0,0,19,2015Q3,3456,579939.5908,575062.1816,626001.852,609437.1779,609815.0769,608963.9801,616220.0872,624844.3374,618858.8578
17019,7,1,0,2,2018Q1,6862,609829.368,588548.0831,610881.6658,585453.5964,621413.4985,628047.1892,577376.3378,624813.2476,625585.6229
21576,4,1,1,5,2015Q4,9616,609650.6315,590659.685,600572.5049,576503.2044,607640.6574,590855.9711,611958.882,598225.6393,590992.1166
10598,5,1,0,18,2018Q2,4230,621158.1303,597026.2745,584618.5615,583522.9312,587787.9169,568962.639,597738.855,575717.1518,588512.0771
10278,8,1,0,35,2016Q1,4118,569768.5135,614573.4136,613322.3015,609274.9051,596360.3293,597675.0716,571967.9242,607102.2457,578744.1444
199,4,1,0,12,2018Q1,90,580041.3359,605974.6419,571300.4242,583073.0556,588453.1384,624201.5719,581831.8244,584366.7123,584045.1163
17232,9,0,1,5,2018Q3,6969,582576.23,583422.0097,605323.8284,592305.2717,623033.44,571430.7362,612616.8039,589606.0879,623374.5367
13762,6,1,0,87,2015Q1,5417,613543.9151,583605.8457,625111.2878,622989.9985,591417.2173,603319.9408,570834.1492,629042.6187,618357.0697
23015,6,1,0,35,2016Q1,10948,614880.3188,576034.4361,656372.6861,692450.7775,641709.4927,615066.6602,612355.8254,745821.0956,620908.6165
9753,6,1,0,12,2015Q3,3917,597442.6852,601183.3305,593840.4839,606324.1718,589468.2189,596906.7946,620921.5927,607357.8057,624974.9744
10207,8,1,1,5,2015Q3,4088,593201.2378,580912.4267,576342.8934,583435.6776,617596.5333,570049.1414,621730.2774,615247.6912,603590.1031
5617,7,1,0,28,2017Q4,2242,610500.9909,570683.201,579513.2804,599268.9866,582278.8375,584054.9506,605544.2805,608904.8092,598956.7807
4748,6,1,1,5,2014Q4,1896,596729.7904,611022.4078,618629.3362,620134.8941,591775.6865,594035.7769,581042.3344,680122.3365,621723.7355
3809,6,1,1,5,2020Q1,1508,572447.2296,585290.1734,627981.9037,600920.659,621565.0504,610938.8023,579085.1283,581084.2651,623976.8431
9892,5,1,1,5,2015Q2,3967,604138.7835,602701.4145,616477.4256,577304.7435,609649.1278,598061.6425,623696.8705,588685.0994,574735.4865
6596,8,1,0,12,2015Q3,2636,627191.5959,582691.7721,579506.2888,629345.4686,623205.2955,625221.4984,619472.9954,572494.2715,611441.2798
13846,5,1,0,32,2019Q1,5450,574437.0989,611434.4235,621715.2817,618286.0191,594803.1861,598075.5544,577290.4455,576674.2774,631475.28
5654,5,1,0,35,2015Q1,2256,629709.4807,580092.6506,631896.7069,613746.8536,629668.5914,582106.5319,627002.7643,594648.3309,585677.8765
17675,5,1,0,12,2019Q2,7197,602939.2717,570326.426,575232.6813,579760.6535,589321.7995,617214.9989,581547.7974,581480.5192,622291.0983
27280,8,1,0,13,2015Q2,13635,610269.9875,620928.2145,581261.6537,623700.4923,600174.5898,625387.1685,616838.5342,594329.6184,582234.9526
4283,7,1,0,4,2015Q3,1716,592785.0644,603590.4253,569898.4162,615756.4121,617125.6592,626904.2198,599740.9328,570998.032,593381.1594
7404,12,0,0,6,2018Q2,2946,596315.1583,617432.1214,617932.1642,599379.2508,613329.0545,583963.6297,621439.0418,579124.8269,618954.2528
12279,6,1,1,5,2018Q1,4857,595754.243,569699.1149,604034.8609,575297.068,593910.8494,568550.5086,627545.5114,583060.4493,618762.7316
3790,5,1,0,12,2018Q3,1502,600674.2266,616131.8692,587031.9817,594222.0742,625800.9176,592130.0952,607277.8218,586946.0984,585506.8179
567,5,1,0,20,2016Q2,239,627328.2014,581493.446,632343.2597,602651.4604,594880.8389,606420.965,601657.7068,609178.0662,625462.7401
7690,6,1,0,12,2017Q1,3074,615083.0638,579406.6778,600153.1136,585414.9034,587490.3818,582286.4946,601363.8784,620345.8867,570014.1457
22076,9,0,0,6,2018Q4,10038,628072.5167,572392.2092,590876.931,574087.6931,618336.3749,578509.7455,587204.4071,612682.2045,590859.3312
24812,5,1,1,5,2017Q3,12678,594386.7285,609865.9906,594608.1811,608241.1567,583714.3032,573245.9547,614686.7758,580401.2429,612709.7968
12302,4,1,0,8,2019Q3,4863,597466.6727,586540.9374,616012.926,637857.801,619697.3695,602487.5688,571243.138,642225.1091,630111.9149
2806,9,0,0,4,2015Q1,1111,630573.2961,609897.4701,780948.3233,757911.9837,613838.6156,618783.6127,573963.7197,1008564.707,792453.1358
19832,7,1,0,0,2019Q2,8398,606587.2519,574787.0203,619855.8262,584776.4231,611860.9257,624707.8299,607148.5272,626274.5829,613079.3044
15184,7,1,1,5,2019Q2,5980,579297.4223,603017.8743,573228.7391,605141.9346,587974.6147,612802.4576,572925.6837,578223.7491,579377.1265
16123,7,1,0,12,2018Q2,6413,637086.4846,615405.9493,637157.2282,655109.343,580772.7636,602960.477,629495.129,691092.1074,611687.8407
21907,7,1,0,12,2020Q1,9897,599068.6702,596656.8312,624959.5159,622226.0587,604516.4543,618860.1924,613477.7997,601501.7526,609451.5816
11111,11,0,0,19,2019Q1,4421,571017.1363,627109.5069,613889.2899,627381.465,577505.2196,607007.0052,590775.6536,576527.4652,629697.692
18756,7,1,0,8,2019Q3,7766,617596.8632,610929.8923,577209.3455,589408.5199,589510.7968,610548.3211,574955.5472,596154.0694,617949.4183
3333,5,1,0,12,2019Q2,1315,597842.7085,594886.994,570479.9144,569829.5588,571296.1066,600500.0313,597255.141,612623.687,581750.1137
26044,3,1,1,5,2015Q3,13143,616704.2797,610166.6945,607625.4538,626329.6507,614278.3198,625055.3461,595756.3765,631494.8216,597294.0343
1857,6,1,0,28,2018Q3,733,570780.6064,587967.6535,579808.9382,608682.4885,610373.6702,568869.7896,626541.2517,623693.5532,573002.1324
3154,9,0,1,5,2015Q3,1246,595140.8992,613743.653,580532.4253,628134.7482,603808.7474,627975.363,573860.1766,575622.8214,577319.6995
16074,6,1,0,24,2018Q1,6395,622084.7232,597576.8816,595083.8102,596982.8383,619542.0892,605126.687,623878.3976,607883.5617,614055.4021
10452,5,1,0,35,2014Q4,4182,587694.2639,606489.6606,577860.5781,581871.4261,626611.4143,606373.4079,606715.7731,602311.0126,628804.8711
1058,9,0,0,47,2018Q4,413,601373.1347,620927.9082,619808.3891,576647.3559,592373.8882,600463.1756,612486.4909,587342.8383,582893.3415
21998,8,1,0,11,2019Q2,9979,618027.8949,628224.1235,599608.574,572559.5271,575896.3151,620290.9696,579317.1702,585977.5232,594337.7977
28168,5,1,0,14,2018Q1,14006,622016.3671,582510.4858,619553.7706,610740.6347,609173.8023,584553.4234,614777.7991,596014.7144,605130.1134
26098,4,1,1,5,2019Q4,13177,574070.5561,592954.6854,623447.6403,618592.1131,583534.5019,614651.0123,627894.0799,619582.7864,580700.8681
5998,6,1,0,18,2019Q1,2395,570905.4236,623002.3819,622569.0335,597574.7923,607881.9996,597207.863,615322.6161,617482.5363,624694.7522
18896,6,1,0,20,2018Q4,7848,609103.513,600441.2195,630794.4669,625536.0692,629955.9237,570574.4116,617775.6894,621768.5512,585367.0336
925,6,1,0,11,2019Q3,373,615270.6579,610055.5638,571518.7866,582086.491,628288.9178,573217.6273,573097.1832,606128.3884,618979.2446
24446,7,1,0,42,2015Q4,12557,584795.9641,627219.3867,616658.6875,604964.5757,581866.9868,616024.7428,571908.2955,582916.9565,595489.8972
16513,6,1,0,4,2017Q2,6610,619920.8869,619785.9708,597047.9935,575905.5801,586536.278,599866.3854,604833.4978,619456.2476,574422.3907
23270,13,0,0,0,2020Q1,11220,598382.9667,571596.0232,614498.4339,602104.5198,583355.9596,607605.7402,603598.6268,617067.8003,609543.2766
14993,6,1,0,42,2017Q3,5895,591710.8889,595011.4884,623585.7168,576540.1723,577032.025,626449.5493,587568.5588,603158.2644,614067.8147
17061,4,1,0,30,2017Q1,6885,577109.201,601610.0009,594052.9395,599909.6257,577029.7066,583505.9576,581044.1637,596972.3143,620154.6672
12408,7,1,0,3,2015Q3,4904,576641.3447,607124.7462,596253.1471,616080.4295,622699.4106,616921.2016,621190.3336,593728.1909,632999.5421
14505,5,1,1,5,2018Q3,5704,625096.6073,598193.8216,597724.5813,614602.4421,585046.9547,574132.4473,606571.4068,593559.5725,613503.6509
7021,4,1,0,22,2019Q3,2790,577758.3266,616957.2719,580009.374,626274.4186,592802.7366,621941.1311,571962.5576,623038.7488,630542.6534
10925,4,1,0,18,2019Q2,4349,618212.3183,586876.5685,600039.4935,599432.3912,607812.5578,631494.2505,587116.4235,622677.784,610689.3856
24165,9,0,1,5,2020Q1,12341,592744.9723,572500.4426,588416.6135,585252.8241,614433.423,606996.5105,577929.8639,632167.2081,623561.6749
12682,6,1,0,13,2017Q2,5002,628743.4456,576133.4524,589088.2373,609056.5271,618829.8017,587433.1627,623264.4842,578970.3682,612660.358
12834,13,0,0,13,2019Q2,5056,578697.4057,583435.26,581213.8337,627480.4525,597600.7107,615839.6272,586942.3137,583278.7332,587123.1651
25767,8,1,0,0,2015Q3,13053,626005.0474,601398.5362,618655.7896,644455.0299,594721.8532,626625.9507,595690.845,629458.7666,606240.8256
12068,4,1,1,5,2018Q2,4797,613820.0863,583670.338,584066.0292,573007.3951,620955.6386,574264.8711,572034.0701,586839.304,596693.1041
26950,7,1,0,4,2015Q3,13487,615990.244,618000.6221,582401.4839,589624.6352,601242.2645,572637.8912,619057.9052,607617.3373,575971.415
7952,7,1,0,12,2015Q3,3170,628464.517,611526.9433,596294.1384,612546.6944,574621.4987,589819.5687,602214.93,574198.7358,616789.641
3068,8,1,0,0,2019Q4,1220,569787.3907,596864.0595,604653.0836,614880.4497,627968.5826,618905.992,594638.6991,628228.5168,589539.3469
24951,8,1,0,19,2017Q2,12734,583855.9117,615464.6887,612474.8274,606756.8655,622695.2289,587056.9401,627012.0635,625614.6164,612045.7332
2210,4,1,0,3,2018Q2,874,594648.3851,574042.7321,589441.6121,589770.6884,603790.805,596306.7814,582435.6066,583120.975,608816.2687
10348,6,1,0,59,2015Q3,4143,591469.1711,592674.1141,592845.0829,606579.742,589973.2246,586729.0673,611515.1861,638006.9635,628962.8712
22992,8,1,0,39,2019Q1,10920,594683.5805,604028.1493,571069.4068,615798.8123,581120.1578,600450.4195,627336.1806,583676.1365,568063.036
25853,6,1,0,8,2015Q1,13074,609317.8619,620778.6661,572038.5187,602543.3138,570266.7898,589090.0175,592436.9162,602960.6635,623668.4717
22302,5,1,0,26,2019Q1,10228,581667.2684,578935.2533,580902.3074,593317.2677,573405.8395,628905.7264,590337.0176,608377.2953,597537.1628
20840,6,1,1,5,2018Q4,9081,602384.5688,581198.4803,619190.9752,612990.0902,598993.6051,571047.5549,608690.8058,635558.2057,609189.1934
21184,8,1,1,5,2020Q1,9316,621874.3006,619482.4015,618242.3216,616559.8325,615813.5718,574484.7203,605570.7748,628192.2507,580006.9823
12169,5,1,0,12,2015Q1,4824,575508.5412,612664.9913,586526.2089,595237.928,584725.2553,580338.996,578648.2403,596087.5776,575873.8505
6405,8,1,0,4,2018Q1,2567,596271.4008,625864.653,597723.1877,589570.3892,619234.958,618813.7924,584344.8131,603258.6089,575434.7221
4723,8,1,1,5,2018Q4,1886,591533.1099,626304.0053,605300.3385,604292.7028,618091.2557,619693.068,623021.7112,595071.29,588135.0346
18784,5,1,0,30,2016Q4,7778,605731.9066,574108.5618,627352.4241,585965.3234,579695.5773,581400.7693,590885.3873,603301.4419,602157.4865
1942,7,1,0,4,2017Q1,763,619140.2788,620638.1549,626510.6904,628470.5658,600182.1248,576125.0436,611044.7526,642213.7894,602386.8166
4598,7,1,0,11,2019Q1,1846,579152.2845,593686.4693,600491.8373,602540.7446,624473.7444,607978.7796,617649.16,592354.3599,623475.6849
1274,5,1,1,5,2018Q4,502,595653.564,580380.1677,570123.3341,582942.098,575231.5861,585334.2786,617681.2458,599875.4976,610639.1672
8202,8,1,0,38,2015Q1,3269,581728.3098,569122.8392,580034.8084,623447.0963,578754.1594,591963.6874,591705.0268,620814.7858,614909.6279
2032,4,1,1,5,2016Q1,797,605870.042,601549.439,624658.4012,578463.1248,612933.8428,578916.0728,591471.9199,612486.1351,592312.3227
17086,6,1,0,30,2016Q1,6897,577643.8649,584028.2567,636630.4903,628689.5901,574766.876,618971.6339,594174.3978,637630.4414,630217.7371
10050,5,1,0,13,2019Q2,4027,615420.7634,596149.1171,627350.4035,572865.4429,604124.3598,592351.1375,595821.5029,633308.6729,613907.6029
14427,6,1,1,5,2015Q4,5668,590315.5614,591195.5046,614488.1815,589472.8002,583745.2429,622569.8355,626161.4193,627121.8513,624229.2703
17350,7,1,1,5,2017Q4,7033,626835.5407,589971.2308,594324.2495,597782.8866,616221.4029,569211.5496,628628.1112,604505.4734,588429.9615
11949,6,1,1,5,2016Q1,4749,617471.5582,594075.0867,613538.5097,600177.2242,615598.23,578379.3699,591330.8991,613940.5045,573867.8334
26291,6,1,0,24,2017Q2,13256,618579.2294,580220.9582,607351.3511,600307.6548,591800.1912,595744.5783,619237.5403,590132.2874,576075.9998
2450,4,1,1,5,2019Q3,974,616084.1886,617501.3469,580963.3748,588767.7999,577221.2455,598623.5702,583654.4941,627137.4534,591917.3872
21425,9,0,0,19,2015Q4,9493,572664.2163,614340.954,596236.8026,596084.459,586739.9091,578321.4996,581193.0993,612496.6666,608495.5084
15870,9,0,1,5,2017Q4,6312,623115.1849,596050.9233,627381.7341,599907.5557,579395.219,609819.7395,620203.7894,591005.1176,576332.2473
27249,5,1,0,2,2019Q3,13620,608126.8932,601328.4114,611415.215,589851.8011,576366.2009,577949.3426,570984.1362,590218.8192,587760.2344
8227,11,0,0,33,2017Q3,3280,625341.6444,593273.5006,613395.3197,743470.9658,622108.8727,573749.1141,578715.3505,802240.5107,654722.6447
27733,8,1,1,5,2017Q3,13832,622681.1767,574228.3877,601941.5499,599095.187,578710.2159,588530.1892,602714.8809,609803.0272,572718.2767
10366,8,1,1,5,2020Q1,4150,614498.6755,584377.6302,611847.8356,595908.4571,621405.7287,611720.4339,609005.1303,583876.5911,604945.3146
10651,7,1,0,9,2017Q2,4248,574801.3702,596976.169,591831.7933,590531.4838,621083.8124,604518.296,621244.8338,597600.6703,609857.9835
1572,6,1,0,4,2015Q4,623,593915.9382,606869.557,581018.5144,615024.5545,596419.6673,584194.1888,602337.3195,594878.7321,620198.3803
7822,6,1,0,34,2019Q1,3116,612112.7827,624497.3867,632759.9523,599492.1258,572941.3666,575702.0934,574556.102,587296.9723,601110.6274
20124,9,0,0,38,2019Q4,8583,620749.5972,614479.0607,625670.6247,574603.2623,624065.525,598164.2004,576236.4614,610066.2185,599734.4124
2425,5,1,0,18,2016Q2,960,614539.911,603287.4846,580555.9678,586249.1483,613521.2526,595626.245,583233.2561,626927.3967,629537.7581
1538,6,1,1,5,2015Q3,607,610731.2354,620955.6333,628325.6187,611858.2183,613704.0525,592681.0498,587609.2414,618102.7996,596515.5623
5219,6,1,0,12,2020Q1,2085,583750.0897,580044.1932,583429.8599,589443.2782,597129.9563,572665.4025,578262.8077,606912.0333,640207.5745
15883,7,1,0,21,2017Q3,6317,591232.2636,578085.6405,579460.1025,606724.0947,628522.2708,592607.6177,619714.5668,586735.0657,573592.17
26416,9,0,0,13,2015Q2,13305,621069.9226,608740.0425,790175.6866,649220.4922,605800.0781,592156.6599,618131.9522,958946.9603,741919.444
9953,3,1,0,33,2018Q1,3987,627239.1252,607329.9841,571934.3624,575665.1224,572101.8784,581179.1542,597716.8757,610743.6238,606157.0083
16100,6,1,1,5,2016Q1,6406,621906.2644,600094.9934,632164.8453,609157.0587,603142.8588,618842.0706,607689.2637,661854.865,602050.3186
21544,5,1,1,5,2018Q3,9592,622583.0541,627776.3265,606781.8662,611036.5244,616654.9128,596114.685,626340.7625,662777.133,597157.7769
7523,5,1,0,2,2015Q1,2992,569948.95,609374.9221,604333.267,585707.5455,579746.8177,600316.7237,589404.2917,607596.7939,616634.1662
4818,3,1,0,2,2016Q2,1922,596007.7201,597732.8747,577514.362,615996.9167,616226.7853,573290.9797,583156.7102,577082.6919,622047.2487
19009,7,1,1,5,2017Q4,7903,600983.7629,606605.2625,614871.4588,595884.5781,605191.9564,583512.0882,590935.0235,611922.9857,578287.823
3863,7,1,0,16,2019Q3,1526,625545.4794,587878.9833,585664.0756,620679.0477,601485.9316,591069.6979,613463.5501,615664.7947,570402.8624
22591,9,0,0,59,2019Q3,10504,607054.8958,586985.243,624692.3708,587556.4946,603067.13,590520.5567,587454.4832,634930.7226,610524.7344
12499,6,1,1,5,2017Q4,4937,598547.5517,617872.3965,596730.8788,597602.8843,594807.7105,601362.3223,601103.3256,595023.6051,607812.7774
945,7,1,0,8,2018Q1,376,612609.3345,595026.942,598662.5469,588532.6733,613084.6987,584660.9094,626872.6234,598018.5744,618070.8911
23184,7,1,1,5,2019Q3,11125,605475.6629,586081.2597,577567.1566,629639.45,628750.4301,597254.292,628513.2943,617556.672,597682.5583
2063,4,1,0,2,2016Q3,809,620640.9328,614270.413,611767.833,570285.5634,572167.4819,581468.6707,612964.9468,627517.313,624227.973
25410,7,1,0,0,2015Q3,12915,581542.5327,610191.7487,575462.916,581412.8039,619142.3449,569983.2825,581870.1187,597604.558,578608.0736
28008,7,1,0,4,2014Q4,13940,573996.2151,601954.5675,584236.5382,614567.5453,626945.0937,616447.0762,614409.6686,620773.7076,631358.0729
21029,6,1,1,5,2018Q1,9203,599308.2771,576012.2999,579428.5175,626470.0937,623100.7589,588561.3885,609672.2709,572594.9793,582323.8689
2670,7,1,0,1,2019Q2,1058,572246.1797,588475.767,579019.5181,625489.753,612449.815,579089.4496,595161.5315,612311.4266,581428.5761
984,6,1,0,12,2014Q4,387,584641.286,617143.2271,594043.8555,617996.2355,597171.2749,617216.8679,623107.0079,591507.6173,614310.7611
3012,3,1,1,5,2016Q3,1198,623878.0448,580380.0419,622826.2615,578505.68,617816.4058,616349.7076,580456.4024,626802.8495,620987.8458
18369,6,1,0,19,2020Q1,7560,598698.0999,623065.547,577436.2851,616039.0964,578187.3861,620905.8884,595822.639,590042.7124,626546.9325
16713,8,1,1,5,2019Q3,6704,624837.7507,625476.114,575944.0478,588847.2755,585326.6341,611431.2887,575750.1794,588223.5955,627040.7462
12990,5,1,0,30,2017Q2,5114,622699.2572,604944.0134,583547.5071,583827.0168,579622.876,588696.7066,592893.5797,596474.5996,589966.3526
19384,7,1,0,0,2020Q1,8124,589256.6708,606131.3379,626720.6319,594777.3505,611221.4237,603537.3755,624208.5978,583509.3532,602607.2716
14252,5,1,0,42,2015Q3,5590,606228.8368,599749.0367,588159.8272,587368.7621,624492.0466,606702.206,601600.1659,588308.7463,574710.3115
25296,9,0,0,0,2019Q1,12878,596355.0398,594397.163,616723.5939,617658.1231,574945.7328,584798.5631,596968.8243,585642.7229,579730.1243
21311,6,1,0,8,2019Q1,9418,595572.8768,587497.4035,635509.1424,619275.4457,582393.6416,576197.1986,605291.3486,616089.912,606989.3162
4694,6,1,0,11,2015Q2,1875,579546.3855,625972.059,611432.4872,576933.2791,620020.6934,618309.3798,590629.145,575036.8985,578301.6683
18073,8,1,0,59,2016Q1,7398,589860.395,573911.2255,627833.5179,629443.8092,603686.7851,583272.2926,572468.0313,582052.1912,605754.3645
8925,4,1,0,24,2017Q2,3567,634258.3893,579300.7221,608500.6961,589965.5025,606095.2583,598521.4377,583546.3167,642831.6102,640677.2576
705,10,0,0,34,2018Q4,290,604987.3419,622683.6599,605307.8308,608334.1364,572598.3906,611322.7749,583797.6597,591924.592,570083.5235
10896,6,1,0,4,2018Q4,4336,587449.0443,605882.1001,580502.7145,574024.6715,589250.7122,617149.0943,593359.8398,621843.0017,577644.3069
20052,3,1,1,5,2017Q3,8540,580734.7337,625518.4006,581532.6926,576246.2959,616616.926,628613.2834,629047.0652,631649.9662,577073.3197
11479,6,1,1,5,2019Q1,4566,611965.964,623095.0947,579625.8724,606116.8076,628463.5711,578370.2938,580152.9357,605592.7644,597308.9737
16410,6,1,0,12,2018Q3,6555,604790.8162,614826.1254,571244.8677,619996.9845,612517.3138,604154.7927,628124.9079,576602.5225,580667.6644
356,3,1,0,13,2016Q1,151,579663.9983,580096.7199,649214.2506,606344.6441,603787.4537,588396.0764,588642.4814,627043.402,625079.4241
7221,6,1,0,0,2018Q2,2871,609716.9345,576751.0514,593209.1566,592343.9273,581787.8133,623806.8414,599601.2458,614928.759,574091.296
9096,6,1,0,4,2018Q4,3650,587847.4286,610310.7936,608418.3884,605768.2972,596968.4675,584718.5307,618297.1063,633396.8651,621722.6138
19130,9,0,1,5,2019Q2,7973,611491.572,571475.1758,615625.6235,623121.6761,588966.8555,616299.6334,579076.7864,602384.728,569710.6474
10367,8,1,1,5,2018Q2,4150,582195.6235,607749.6006,579221.3483,612233.7539,569204.624,570207.0467,619973.585,627511.9425,614353.4031
1747,5,1,1,5,2019Q2,686,590707.7299,609396.3404,617906.558,574127.5788,574686.1118,622014.1346,608969.3221,606046.2097,586001.5496
24618,8,1,0,3,2015Q1,12620,580978.8733,620224.5532,570960.1919,625879.0388,599174.1729,586319.089,607312.7865,635240.7852,588349.4189
10321,10,0,1,5,2018Q3,4133,606095.1353,587262.483,624287.1229,610213.016,581698.7454,603050.5955,583755.1923,619344.9935,573722.4463
5391,6,1,1,5,2018Q1,2151,614810.8731,588359.8767,593848.0391,604155.0154,624307.1101,604888.517,604980.4353,615687.6658,622173.5623
6878,5,1,1,5,2015Q2,2739,614284.0401,601823.9851,598385.4355,605966.0688,580497.7919,589609.99,600004.4822,588855.9339,604311.2875
14009,4,1,1,5,2015Q3,5504,621313.1909,597626.5247,649088.1578,606947.0742,578758.1444,591483.2415,584594.0388,712269.6317,650321.3261
15246,7,1,0,34,2016Q2,6010,592007.7731,593693.097,589470.8109,578329.4413,587533.6866,580038.6113,610566.8394,599909.4295,598040.5893
18354,7,1,1,5,2017Q4,7548,601867.711,570034.8873,590411.809,585059.7781,616795.4179,621144.5356,628213.7098,608706.5673,587910.359
18616,7,1,0,35,2017Q1,7695,573996.0876,617331.5614,576529.5624,572506.8756,596409.127,574853.845,571104.6776,586372.5867,625635.0075
11069,4,1,1,5,2015Q3,4406,612681.7923,617114.895,599483.9394,581081.6512,620101.0611,620689.97,573779.0296,594420.8345,627607.4529
14547,7,1,0,34,2019Q2,5719,605883.6742,607385.9755,634118.2815,632020.5659,607377.9302,620023.1787,593445.4034,612898.6067,586372.6894
24087,8,1,0,8,2020Q1,12232,612746.7005,623024.2593,618448.1057,625862.3871,570877.4604,575925.8906,586455.5024,581306.2564,597871.0738
10088,8,1,0,83,2016Q4,4039,600163.5176,610130.7727,583541.3959,585975.5942,591777.0116,594593.6054,574639.4312,619833.1341,612446.4156
7090,10,0,0,12,2018Q1,2820,604574.2269,614987.5516,612578.5223,587154.1722,610660.016,571100.0093,584822.8691,607974.8595,573068.828
11663,7,1,0,24,2015Q3,4634,620830.8601,603180.9894,621800.1039,596287.601,613124.6437,572306.9213,597731.7489,641545.6699,629516.9461
8505,4,1,0,12,2015Q4,3397,623544.8968,575930.7996,600389.1714,596987.9951,589672.4044,609321.9355,611085.8633,582991.9506,610155.1212
1864,8,1,0,53,2015Q1,734,585721.5187,625399.1288,614318.0561,585304.9167,575049.7972,625864.7918,606049.9382,618898.2022,615001.5948
7015,6,1,0,0,2020Q1,2789,593829.114,618141.3731,611613.1132,586729.9389,603662.8495,587008.8375,625666.6796,621135.9658,607855.2958
9058,6,1,0,12,2017Q3,3634,612152.675,626250.4134,574842.35,574476.0948,594439.3382,582978.177,596380.6981,604176.7966,572512.6087
22729,8,1,0,26,2019Q3,10646,603356.2276,595296.7759,574876.0103,573314.9677,605563.852,615847.6385,599814.0338,614295.3317,620261.2678
7514,8,1,0,2,2019Q3,2986,608524.3099,598103.2931,619817.8197,607884.0706,623155.9296,617890.0965,584977.5535,616257.4556,583442.5164
3731,7,1,0,19,2017Q4,1478,621780.2953,587118.9891,581738.5372,590346.5225,608996.6818,627043.9815,625438.6266,621963.6012,601984.3715
6125,6,1,0,11,2016Q2,2449,586722.9018,615002.5284,626486.7166,572028.4004,609639.1301,606298.5294,616346.5771,593966.1194,577758.8398
22657,10,0,1,5,2019Q1,10579,605497.5886,624576.0616,582902.9513,621780.3191,585221.8412,586581.9183,591748.3527,591165.7638,592284.8382
24404,10,0,0,4,2017Q2,12544,621210.8851,573505.0405,609522.1557,586469.1427,594958.2544,582194.8015,616433.605,620781.5074,572392.0469
4971,4,1,0,4,2017Q4,1985,586653.8408,627895.8729,635859.8468,569458.4911,622989.3182,623295.3437,597897.8352,612806.4442,594566.5306
25260,8,1,0,12,2018Q1,12865,605370.7565,585906.0359,577466.611,613881.554,624022.1221,616903.2534,589202.3601,618987.2359,578380.0351
23826,8,1,1,5,2019Q3,11868,599986.8324,613441.4307,607455.9408,614697.4835,623224.9925,601028.8649,586222.0892,613938.6601,620603.988
25126,4,1,1,5,2018Q2,12810,627717.2437,620454.0411,587461.6327,577069.8737,610544.5519,584887.7965,610951.1154,616399.2168,590413.5152
5352,11,0,0,34,2015Q2,2132,577500.025,612432.6854,611150.9433,577332.8876,570706.029,612168.8322,626169.0176,614730.158,609548.1444
1640,7,1,0,16,2016Q3,649,626793.2216,628018.0077,680510.7287,662366.2168,625547.4621,623851.2309,599732.8259,827104.1512,716789.2943
14595,4,1,1,5,2018Q2,5738,610426.8929,613099.4838,597411.7153,578051.4315,609047.4799,627349.4999,583236.4943,603486.3689,620022.5338
25752,5,1,0,8,2016Q1,13045,586087.9285,584610.1011,615599.1461,575874.8094,607997.8476,618458.8831,580918.9278,598795.9895,608621.9867
25926,5,1,0,27,2018Q3,13102,598367.502,594242.0055,583039.8708,583635.6194,626236.3892,591940.7634,590459.6025,608329.5633,616414.2484
22112,8,1,0,12,2019Q4,10069,612365.2533,599287.7341,617562.0002,609119.7383,611922.0092,605964.0308,598981.6578,576377.4334,594646.0521
21430,8,1,0,4,2020Q1,9497,628045.9824,605180.5681,626800.544,586975.8807,610371.6319,600500.8299,613186.0728,598076.514,580983.8826
3378,5,1,1,5,2016Q4,1336,627326.4144,623339.1885,616140.5232,616931.6258,602125.0917,599961.2239,624807.738,591682.2554,592742.7334
12586,8,1,0,21,2019Q1,4972,587057.4983,595519.7057,614256.2903,599760.2132,623821.0396,583368.2594,588852.4907,609844.4818,618298.3048
4031,8,1,0,62,2015Q2,1609,605253.3624,598948.7747,661242.9995,661072.7405,609972.8761,576232.434,599528.8021,700347.8618,687672.046
13565,6,1,0,2,2018Q1,5328,594184.2293,598193.8038,577902.55,571052.0057,628295.0029,588673.7648,599218.2564,586983.8787,584901.8119
18303,7,1,0,12,2016Q3,7517,617870.3709,603003.8795,627932.5426,618701.3936,571439.8957,575024.8063,592152.315,593336.3784,587610.2693
10575,7,1,1,5,2015Q2,4222,579061.9091,622928.8953,614495.5552,590156.4804,615907.7647,623095.1622,604222.0425,618182.2747,615503.9349
26602,7,1,0,8,2015Q4,13369,621883.2405,576231.2494,574670.8572,604289.5409,590541.3285,606866.3429,618263.7178,586796.1408,605758.2738
