,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_22_Y2,Variable_20_Y0,Variable_19_Y0,Variable_3_Y0,Variable_24_Y0,Variable_14_Y0,Variable_29_Y1,Variable_12_Y1,Variable_13_Y1,Variable_22_Y1,Variable_22_Y0,Variable_21_Y0,Variable_16_Y0,Variable_1_Y1,Variable_29_Y0,Variable_1_Y0,Variable_22_Y3,Variable_12_Y2,Variable_9_Y0
8716,6,1,0,10,2015Q3,3485,599476.5156824951,604369.2459,591970.3568,581797.6804,599822.541,611095.3411,612960.7809,621941.2818,597483.0809,579144.1727,601897.592,597598.8552,614379.769,606072.1772,623150.9647,577930.5367,599003.4862200408,598272.954701485,579424.2019
8618,8,1,0,3,2015Q3,3443,599158.2812334038,622719.4689,613991.6481,582415.4437,583664.4179,598581.3321,597506.907548964,612202.8084,610173.0879,605785.7044,610771.4096,611624.3854,574574.805,584207.8876,598569.9662419619,625602.6232,598893.7215857885,598093.2280494936,586262.299
2654,6,1,1,5,2015Q3,1053,599568.7210634563,618002.9232,618422.1748,613481.7704,608927.8917,583583.6115,598197.9996752054,573510.8669,573349.4871,624336.9062,578196.6567,592589.6448,649832.9471210596,626250.5027,596727.6735806243,613551.5563,597059.1797798491,594375.2099605676,608957.9168
3259,7,1,1,5,2014Q4,1288,598425.18703781,615939.0771,574312.4356,607286.1056,586530.8656,624216.9267,587710.2558,597359.5767,622796.8627,578506.4465,593949.2312,602418.2548,577151.8492,573776.0695,599205.2436391213,599555.7471,599076.3639426809,598201.3001411795,611504.2687
24797,5,1,1,5,2016Q3,12673,612395.0069,574142.6417,613705.4969,618451.9767,616057.8704,596685.3496,620592.9727,588028.7814,621134.8578,582276.4745,569491.4081,603159.3363,589150.5102,571949.7269,581658.5996,615532.7243,599055.9103268794,605100.1967,604249.3837
24155,6,1,1,5,2020Q1,12325,570835.5334,599635.9136,574311.5248,574131.515,625867.3615,581614.1986,599182.3158768204,591052.3127,622111.7621,610625.8833,590302.5961,575559.1065,607096.6917,601030.1993,598055.9014083983,612147.3379,613521.6317,584721.6512,576217.4999
4248,8,1,1,5,2019Q3,1704,590229.764,593939.1694,593666.5208,602468.3033,582337.3974,595602.06,584276.7753,619096.6859,616325.7087,624236.0575,575837.7679,574274.9235,654380.6659322289,593252.9556,607663.8232,598935.2768,599586.6062210936,619642.0698,603754.2772
12581,7,1,0,12,2017Q4,4971,617163.3325,624933.3531,584771.7955,573294.2443,616769.635,588374.6815,572682.1485,614396.0706,619822.6191,597867.6382,580096.1536,575158.7661,614183.4362,607229.4499,613467.0219,572717.503,608541.2825,575865.4185,576344.2919
7387,17,0,0,12,2019Q3,2937,610178.0086,598219.3747,585434.491,612325.6418,622895.975,605010.8748,608097.1789,577144.6713,605788.358,574798.9271,580617.2482,568610.9981,615412.9623,617929.0096,576946.2645,615198.1383,591653.5288,616839.303,574573.917
15262,3,1,0,30,2017Q2,6018,609741.4516,588332.7257,580035.5852,621976.2176,603719.9294,578577.7718,619959.232,613205.3013,611142.791,613178.6276,613664.9283,627094.1231,655784.2360302007,589668.4158,624698.0554,569731.2503,619116.2607,618734.1534,578175.8248
14734,9,0,0,21,2017Q3,5799,579297.0706,595911.0655,595554.7995,584975.0801,600064.9056,628312.4595,577172.4001,628320.7198,604366.8901,610452.5755,581055.1281,606034.6125,587245.5292,612637.5419,619832.7611,588218.0064,580741.9599,589657.6859,612357.7688
23927,9,0,0,12,2019Q4,11998,624402.5197,593159.1893,570954.0094,614949.9031,581896.1594,605145.5416,593211.3207,573466.243,581959.7826,569106.0456,606981.1403,573068.1739,582069.8052,568736.4743,580680.4365,624489.1989,627650.2426,570962.14,573423.2411
22407,6,1,0,26,2019Q2,10324,576678.9103,620677.8663,584117.5576,587707.3726,624245.8279,624521.1064,601576.576078094,614893.469,621152.1859,618523.2335,574777.8465,610903.0132,592365.5219,621786.517,599898.4020436667,611395.022,599270.5857812541,576935.7501,614624.5002
22930,9,0,1,5,2019Q3,10848,597480.6044,603098.1674,626176.2051,628284.502,596023.9401,581825.0596,617828.3361,620935.86,595156.1412,582432.0676,605836.3832,597533.0848,597839.1267,618171.1819,595449.6366,618724.5667,598868.9594558066,615387.0191,584372.1343
478,4,1,0,12,2017Q2,206,571449.2326,616865.1267,615915.3128,609415.3162,599827.5991,625668.673,579478.7204,590246.1519,602269.5745,590234.5345,600277.0519,613362.1462,616886.7222,598022.7557,570803.4708,608809.875,589171.0335,586717.7489,621206.9914
17948,8,1,0,51,2018Q1,7338,587986.1625,618780.2823,617825.2635,628526.8908,624742.7023,607508.1038,588773.5994,618715.8973,577689.2592,620033.6013,597061.1681,576104.3366,610357.8489,627108.5763,620829.8793,600414.2013,574766.8731,608331.5017,609809.6945
17480,7,1,0,12,2017Q3,7100,613625.3384,615567.3294,572779.5585,589304.0296,599100.1849,610124.5238,574729.5577,584072.6449,608070.0928,599488.071,623731.574,594143.8953,607065.0386,600184.2245,605661.0406,595227.3717,575146.3678,586435.7228,600831.2107
27866,8,1,0,35,2015Q3,13883,598975.3294347445,604216.6947,602136.6485,582418.1168,608764.2487,583265.1631,617960.8524,623469.8278,600122.5116,605350.1172,602787.929,626357.3709,592827.6943,619274.4281,620178.0518,578493.2592,598667.6668481331,597938.4678808331,573645.4966
25326,7,1,0,4,2015Q1,12885,598771.3487430274,586990.2653,615828.4412,600698.3079,589746.3515,593377.5426,600171.067194318,585672.3352,594823.4102,621173.5885,607823.0251,618682.3846,609305.6948,593580.1638,598762.5185922139,612193.639,598923.4388080194,598206.2506666975,613875.912
11099,7,1,0,21,2017Q4,4418,575200.8359,622665.1578,587232.7213,582108.5276,569348.7923,621252.1358,596579.46,608336.7067,571832.6744,583844.9043,621094.6077,576227.4562,610414.4099,597274.5638,583213.8626,596158.0572,595504.917,619749.9492,611783.3851
25270,6,1,0,14,2016Q2,12868,594014.5375,619033.0335,592709.1507,610839.0381,569355.0185,625058.5474,571302.6548,578339.5553,583896.9101,615417.9526,620487.9792,606529.705,596658.1329,600953.2526,589661.2056,614032.988,598766.5568332628,590886.4807,592269.6675
17733,8,1,0,21,2017Q3,7223,598694.8678182662,591518.2422,607110.2486,611326.0915,611549.6905,596063.3513,573284.9125,616864.1836,590091.6443,599037.0781,607204.115,614264.7939,656742.1480869809,619618.6432,628481.5993,570184.9192,599197.1205950085,598629.8531757038,613348.7687
16299,6,1,0,32,2016Q1,6491,599961.7932462262,588018.6758,608279.0161,586910.007,587779.4332,623779.9912,600661.2599448852,626984.8255,615261.5153,611175.2107,577784.8148,627995.397,618266.3934,575303.9092,598319.4791073152,616089.1953,598738.7742836237,598179.8785666954,601203.7325
17994,7,1,0,62,2020Q1,7361,586502.5846,573366.0024,625904.9012,579956.8287,619898.3914,570102.9439,601653.4489,588527.2948,596620.8776,569658.3562,576422.4215,596442.925,595062.9071,597714.3183,628742.1477,581073.398,619383.6161,624320.4136,581339.3118
1946,7,1,1,5,2017Q4,764,602064.85,601198.3392,590717.7721,622684.7725,579082.9209,607314.8892,622138.2497,613363.4291,609864.7469,575385.3048,586386.1674,591492.5047,597054.2467,612486.8139,620696.4534,612781.3216,607360.3087,569570.2826,625670.7134
15383,8,1,0,22,2018Q3,6076,622277.3703,586196.6319,618754.2485,612274.3562,573871.7811,597082.6294,599023.0456,619326.8772,624530.7136,651453.1242,595369.9939,575099.3693,617062.6869,660654.0253,590700.207,604790.2868,624931.3511,626470.2069,611227.2975
16261,3,1,1,5,2019Q2,6473,615708.1807,602459.8063,570029.0774,572645.5408,589623.0649,622408.4626,604079.351,614832.0387,583362.6564,617579.3747,573116.7389,620316.2799,628101.4793,594728.6387,619151.4603,620575.8544,599104.6527848218,615787.9537,605439.6842
23960,6,1,0,14,2020Q1,12041,579773.0374,615207.8349,601223.4769,596575.4752,600314.549,621980.619,601265.0517849325,570011.7655,606420.108,590183.6918,582749.7707,621399.4107,583373.0296,613240.5531,622860.1583,604209.681,598916.0547126106,623116.7527,578511.2541
24553,5,1,0,4,2015Q4,12594,600066.0251295686,574206.4757,573584.9373,579655.4752,584562.5788,619338.4092,607139.4521,620407.8062,592844.1834,621677.0958,583101.5016,602619.8886,598036.7971,574740.4821,598688.5417916941,620937.075,598834.7242608225,598583.8626144393,609672.644
912,5,1,1,5,2016Q3,367,593843.056,611514.134,610157.1873,604033.3282,602947.347,577052.0278,586947.2714,628118.4928,613322.9865,627215.054,626664.6961,582877.2472,581861.5684,592316.6102,582718.6369,608581.1768,599611.1822476848,587289.9564,591054.3161
19206,11,0,0,18,2019Q2,8018,598370.5056,599368.7174,623796.3168,631308.5365,611631.6818,624966.0704,601219.2874,591113.0222,601327.7562,621639.8906,593925.9544,570759.7054,601509.3795,590097.8939,583283.4376,576037.0623,599696.7093,624688.7879,581692.2037
9764,6,1,0,19,2017Q1,3921,599768.484,579747.4783,605854.292,570618.4742,579487.8121,625652.1806,599553.1974961155,575060.583,582161.2359,601979.9858,580667.9155,614084.7732,578698.0286,590628.701,604904.2141,587006.1029,599429.8508562578,577705.4603,618327.763
7224,8,1,0,0,2015Q1,2871,598615.1869071656,596557.6153,573047.8649,595555.7726,617273.143,607448.5894,598706.7236446426,571331.2885,577984.6684,598423.5658,604324.2575,626291.6493,573202.4197,578588.9758,602527.4902019539,624915.067,599161.9933691949,598945.0285576736,574400.1094
18275,10,0,0,13,2019Q4,7504,589464.5516,609293.6418,591898.2665,603737.2023,571034.1417,582704.7864,608179.1531,583657.5582,623531.9999,625802.0125,606895.5475,577221.5434,616612.0811,616997.2884,590569.3717,580877.8467,592462.9791,577102.9068,614811.9585
27883,5,1,0,4,2017Q1,13889,574236.8799,574135.5591,597712.1592,622238.9819,589484.1776,604599.5242,623437.7091,616641.2036,615015.8801,575311.158,573603.1564,620084.5365,603042.9561,602891.8646,603636.4135,598808.8139,606516.8958,605560.7985,618868.3019
14220,6,1,1,5,2018Q4,5580,599431.0095,627110.3221,590622.9867,587166.9071,571211.8845,583909.0247,575998.1658,594318.4211,594224.2168,610321.9707,570615.9651,572591.7828,590592.5666,597245.1086,595294.7121,609560.489,620819.3757,596444.648,627310.7803
21739,8,1,1,5,2018Q3,9748,625910.055,577373.7061,617562.3974,642240.3094,623221.3976,573305.2835,577990.5301,616259.8896,622985.819,596928.4121,603570.8571,622805.3963,589353.9434,621020.9474,579688.3766,620909.4778,591274.7463,597053.518,597924.6958
23923,5,1,1,5,2019Q4,11990,598731.9269152648,585579.6905,576847.1413,582545.7539,606069.5784,610772.6928,627224.5002,589042.7239,605009.785,614193.6297,619218.6362,600171.3364,581963.1811,577598.2148,602433.5038,587110.6563,598618.6108490826,598260.7972513667,608534.6072
28163,6,1,1,5,2019Q4,14004,614788.0768,598015.2306,622404.9978,572356.9302,604348.3372,612375.374,615156.7625,627177.1375,624460.4171,581387.7834,603336.6848,576525.9033,593374.6665,617286.4886,590028.6056,603143.0867,604807.8575,595417.8664,579490.6506
6521,6,1,1,5,2015Q4,2603,597826.3218991208,625231.5494,569833.3653,594253.5327,602204.0787,599431.424,611092.0138,588956.4912,594334.1097,600301.2726,595821.3104,587324.1614,597135.9822,595831.9973,579187.1788,592063.1983,598584.2839204173,598742.9478266215,574711.5784
5600,8,1,1,5,2016Q2,2234,595360.9055,600118.3336,597095.0176,594641.4994,607470.7066,577486.1481,577821.9917,577500.4302,597824.9298,595948.6674,593255.4318,596524.6013,604820.7244,594149.0202,592202.8254,588277.3471,598985.2460328866,613163.6499,627508.667
10851,7,1,0,12,2015Q2,4315,599618.4639,623519.5052,608569.5847,629094.6911,588124.1959,573292.4537,623942.4479,590472.7917,626818.499,571427.6016,579341.9649,626249.4547,604422.034,616471.7512,584308.7246,621285.2077,598998.1410231281,570355.9488,630661.9865
6623,8,1,1,5,2017Q3,2647,582415.4443,586863.5152,584778.1973,626833.1321,621152.1211,598431.85,604840.333,614788.0056,570864.0166,592730.3485,576212.5489,625212.9406,585440.1784,590163.9543,622093.7753,591412.6715,601475.4241,618441.3156,612525.2671
21305,7,1,1,5,2018Q2,9415,599435.4194248237,598477.0017389238,599612.405,604146.1869211432,604737.7993,597557.8837,602299.7433142439,598559.8358827131,598822.8260155139,599407.6095595972,593508.1516,598515.2762165717,606595.4986418511,600158.7402165601,600702.7912269983,577871.4363,598727.6682984736,598548.1758915837,591729.098
10238,6,1,1,5,2014Q4,4102,603544.6640640446,614133.6259,629139.0867,590676.7091,617446.5452,610065.1876,600652.096909497,597193.5236666417,598824.5835951184,604600.2004310739,630439.7231,597101.8716,600211.9311,602987.7721346628,587048.1403,580367.2199,599651.1516242404,597834.726131645,611784.2036
21915,7,1,0,57,2019Q1,9899,613538.0839,616193.3721,624749.2671,613505.6607,568753.864,625698.8022,627623.3889,602739.7605,589025.009,624536.2705,613409.159,587076.6497,652985.3076430176,593129.4871,587331.5689,579160.8131,621407.7143,574515.9917,618057.3292
19319,7,1,1,5,2017Q1,8084,588709.5294,621835.0073,573570.9527,601039.3924,575085.3343,616651.1246,604626.9707,613356.1878,570715.7544,616961.961,572397.4916,598510.0864,626113.7338,586648.4305,575226.5402,606145.2146,598692.226418725,610398.1146,577908.2202
593,6,1,0,4,2016Q2,252,596952.8578,598293.1133,617663.6619,578267.6636,569124.5484,610198.344,572000.3914,598407.0589,616939.8434,628126.7517,592508.2018,588686.1123,590136.4887,604160.0207,611948.4558,613689.0462,599063.3825545833,597405.0409,628909.3388
15833,8,1,1,5,2019Q2,6296,576714.4377,618876.4012,591461.0625,610252.2245,621776.0879,602356.454,580464.7927,609996.5045,586254.9051,583842.5173,572180.5954,626670.1132,610811.7555,594115.8762,581096.3938,625875.9099,584773.1441,577946.9353,612928.0809
24771,6,1,0,12,2015Q1,12668,597375.3653896116,577436.9426,581279.6976,582223.983,609417.7366,584132.451,606268.6469,597187.9897,615301.4119,574789.4739,579368.1334,586823.5446,616865.9351,623545.5522,615834.8416,584852.5406,598772.666139968,598366.1965375075,620683.5989
14306,6,1,0,21,2016Q3,5617,571114.891,623409.0855,588284.7468,609305.1369,619589.6375,582347.4508,584472.7913,614514.1562,568743.0645,621287.5166,575680.3717,624489.2154,570190.8426,599154.5389,620019.0104,617625.6376,598861.1512006738,626008.5828,614544.4922
25537,11,0,0,4,2016Q4,12966,569935.7297,594319.2137,591750.1578,608492.4406,624309.1318,591284.3994,628440.9705,622153.3038,608922.3816,567989.0589,598428.3132,628077.2376,624172.6885,587294.2827,587599.2071,602822.3137,599601.8455128567,623834.7672,620011.3096
10326,12,0,1,5,2014Q4,4135,596356.4826280663,610817.9926,597692.4259,624666.9425,621739.6961,575264.1921,625465.0824,614486.5073,588236.8115,603455.688,614088.451,587275.7861,585109.4603,602672.7301,580429.2772,605438.4327,598667.1178117774,598830.0187012713,583924.811
20469,8,1,0,18,2018Q3,8842,597128.8357798599,578408.8704,582109.6798,599356.595,591195.1311,575494.4077,626385.2867,595491.9505,628154.5814,617089.1679,612577.1871,594493.7073,587180.8855,571900.1168,583676.1856,588552.9103,598877.0232655677,598537.6771883578,614064.8612
17785,6,1,1,5,2019Q4,7253,573868.6279,600979.2867,579984.2336,601799.0908,623907.6068,587834.8516,572845.2048,603272.1739,568842.6996,584848.7866,586679.1378,580231.8958,608013.9456,575142.8903,583744.7927,613207.5816,584271.1449,611951.9033,578087.116
7037,7,1,0,0,2018Q2,2797,588669.3544,580302.5348,603815.7835,604192.5572,584668.7307,574115.5134,580035.2893,620953.1842,586680.984,605753.4584,584715.3406,606679.3059,615658.5443,587603.8649,596312.4584563868,627225.1176,590309.575,609548.9662,602098.0453
6720,8,1,0,8,2015Q2,2685,600526.9817479175,625453.6889,630346.765,606438.8179,615584.7077,612401.3758,598688.8684089452,597816.9620645333,598784.2727951625,600896.0230644273,612146.2845,590329.5468,594082.2718,600850.4020351875,610009.4235,579854.5452,599288.2593101452,597944.196594064,577988.9887
9091,8,1,1,5,2015Q4,3647,575183.0153,576818.1103,588098.4307,611948.4066,575455.1212,580628.825,574520.3625,618914.2487,618078.6869,624339.8582,572895.0173,613656.0672,624329.2657,608073.0725,580067.469,602169.653,599734.9762334042,619535.1817,612262.1537
7079,6,1,0,8,2016Q4,2815,601476.2659,606094.2214,623400.8537,607212.0408,605786.0369,582728.09,626898.3057,584172.1633,595628.2548,615240.5863,613402.707,608307.4928,653341.5724642155,593823.754,622119.5695,583398.8214,599510.072406714,627470.8821,596085.2992
5694,10,0,0,23,2015Q1,2270,583679.6005581024,585289.7726,525033.5649,862954.671,627472.0392,612569.6681,605246.4012644158,617140.0902637554,599070.0260681101,585927.6959324027,620041.8827,623352.2343,621394.2979,621253.6454175201,584072.1863,650140.8779,605107.3818729506,609501.5921847972,596594.4647
8469,5,1,0,34,2017Q3,3381,628676.6066,582869.9026,594862.7253,625358.8253,589710.7362,615878.7055,618529.9134,593172.3224,598107.7047,628366.2088,584650.2508,608224.0993,607880.0643,625456.5748,617398.8712,573797.369,584290.2053,613351.5214,602487.2607
26478,7,1,0,19,2020Q1,13327,606951.2097,581896.5848,624727.1852,599718.6059,603841.709,618270.3954,601042.7239,603373.7211,579473.6827,605561.741,580376.4201,609331.6335,620635.1733,602131.8923,592825.906,609170.7446,587773.5977,621465.1784,627654.4656
22706,7,1,0,26,2019Q4,10622,606731.9799,586747.3921,597496.3777,604918.3878,593858.2983,584008.0783,594576.5130594566,597334.3013,584031.8442,583025.3708,627584.09,607331.8157,611509.436,572221.9296,599622.5397503332,611335.0932,598619.8413803577,574094.7572,578973.3251
25614,6,1,0,16,2020Q1,12994,588183.1215,626607.3997,577226.477,578439.2999,590249.3938,597811.157,627705.1798,587990.2584,579338.1535,624038.6637,616889.5354,572815.6698,594778.0186,574189.2017,586315.2796,611859.2676,573886.2146,575038.3643,597991.1914
21136,8,1,0,4,2018Q2,9281,621474.5505,610687.7374,599698.6651,611031.571,607262.1835,583218.4558,614766.1023,607043.071,601907.5409,614136.0427,601383.0698,577340.6861,568827.3619,578810.5184,625914.8889,622451.2962,611849.5954,607258.4786,641504.0221
5146,6,1,0,12,2018Q1,2055,574601.1148,609439.2284,575957.8185,627763.4379,593278.004,628386.0514,572996.391,624095.083,582364.3877,589119.6009,594069.6089,623073.752,615397.0079,578646.6471,628127.4563,585668.0698,623124.7105,588404.1684,620896.3027
26042,3,1,1,5,2016Q4,13143,629054.1924,572969.045,596821.1316,621338.2724,578366.8835,624502.0262,616256.1203,588550.8822,580586.6487,595813.8613,626890.4041,627546.2959,604925.1332,623918.4949,597811.0287,627561.6738,596985.9433,585896.4315,601313.0886
2099,6,1,1,5,2016Q3,824,616680.4619,576983.984,606351.4703,569631.4079,600173.1995,598288.3535,598347.5707900096,597114.2044,598329.5664,614254.4902,618533.9511,624826.2697,608728.5803,611987.6599,598701.6240093033,619418.4717,598815.4313661751,624387.7632,600008.0479
25683,6,1,1,5,2016Q3,13022,603815.9825,619910.3142,585041.6506,573979.9881,570142.9881,616967.2962,599143.6553520405,628325.4617,599069.9205,625050.7926,621146.6591,575453.4337,599265.2312,584791.9223,605207.2876,578833.9948,603992.2695,569648.9336,605082.8528
5459,5,1,1,5,2017Q1,2175,601892.495,574382.9067,628364.2671,602214.4405,587751.7059,585576.9127,608230.1152,586616.0682,597037.6163,574111.4971,622773.9924,618807.3743,600612.537,573697.0208,597987.0215869558,599828.9428,575848.882,585748.564,608833.684
7779,8,1,1,5,2017Q4,3103,597831.5864,584078.7042,595789.8396,619145.5045,572974.6958,594378.8244,602594.2421,609720.9747,601047.0924,625664.3497,594839.701,596413.6282,578750.8836,581238.2164,603712.9202,572219.5795,596425.9377,623995.6194,588194.4339
27178,8,1,1,5,2016Q1,13592,601996.8888005222,626345.5718,602301.5682,602642.2378,613887.5227,627906.4219,606846.2207,604856.4523,627474.9579,609458.9623,611746.0061,578564.1527,606314.5854,599926.7188,600404.8554,604422.1329,599355.5031885273,598277.5722141089,616129.1839
20271,9,0,1,5,2019Q4,8687,571337.7834,606705.7184,582786.799,570028.2298,576746.0012,622588.2475,572941.941,614675.1096,584487.5689,586621.1278,586748.2544,592333.0503,592728.8284,610661.7018,603328.1987,624793.8805,586799.5681,612290.7462,575167.8199
17870,6,1,0,4,2015Q1,7295,598332.5936047903,577669.0937,616519.1331,598767.5421,569816.647,619380.9274,597038.5846212993,599193.0657682051,598744.6650893176,600421.7963895226,601206.5528,582487.5622,586413.2908,600365.0019309691,598173.568,586383.0675,598791.0401423322,598604.810683195,602929.9022
13598,8,1,0,23,2019Q4,5342,586476.103,572980.5259,605951.9296,571296.1653,613328.9352,612620.5307,608165.6548,623108.3225,596293.2935,608661.6377,625704.9723,621928.5445,655621.7783115971,601261.9781,615960.9318,582347.7276,587231.2875,591059.1518,620065.8864
18632,9,0,1,5,2017Q1,7700,582575.2358,628102.6923,628075.3977,596590.5645,595681.5966,601494.9528,621453.3183,582219.2903,569328.1873,617993.4597,621025.7181,623168.1404,583864.5629,605498.6289,623290.6157,619341.195,598703.3724,610255.211,605955.6293
1239,7,1,0,30,2015Q1,485,619962.3188,627852.9847,569529.323,574615.9533,609724.095,571990.7064,604546.1447,599083.4564,615279.7813,597863.9537,570437.1411,620973.2206,652629.3457883472,610974.7976,594503.8124,577844.6189,599358.1023559531,603790.4012,611967.9234
22699,7,1,0,26,2019Q3,10617,614623.9082,599609.5218,585779.8383,584044.2086,588347.0113,584813.9018,596722.3518664353,573429.756,577866.6534,613210.5078,601162.4477,598533.4884,571254.2131,616056.848,597650.2697596671,590280.6789,599368.4333024875,626798.2228,594680.7689
8351,8,1,0,4,2018Q1,3336,622109.7668,574748.1604,627828.0105,593286.4669,611825.5562,590335.1706,578954.8257,594793.1133,625595.83,628084.9923,575755.3826,626547.5547,586314.6945,601020.4687,584125.4821,603624.7279,579577.8121,597099.3463,599278.8336
17866,6,1,0,4,2016Q2,7294,603171.8641,589597.6177,609973.8394,578879.4496,619059.3291,628502.4122,602098.9349832552,580332.0514,584064.863,577747.0037,590070.4025,611295.5462,651228.9391717481,611073.7856,598882.9957660267,608155.8923,599378.0738023516,608172.3001,596420.33
42,8,1,0,1,2014Q4,19,598837.7708413026,571451.4904,612579.5008,624347.8528,596638.4362,613088.1941,603542.49703723,597955.5314720132,598810.200225323,598474.9539204803,602374.6838,620439.5754,606594.1109651385,598741.5814183471,614451.8693,621708.8739,598676.1117300864,597955.4045579043,599564.8309
3496,6,1,1,5,2015Q1,1382,602613.6827272009,604314.2016,601071.5141,607533.4708,616957.8432,617771.6049,603200.6132728315,598641.5598824705,599270.3962769917,602309.2311505037,604378.4149,575705.1506,653155.1764456666,604414.9875193371,605565.8259,591868.6548,599904.0888805732,598801.7671820762,628410.467
3450,6,1,0,0,2019Q4,1365,609804.7021,580273.851,596208.0191,614689.7769,569692.1702,583981.2175,604809.0961233001,604190.5826,606929.205,599120.9605,612901.0352,616727.4847,588351.752,598099.591,598994.6227602073,627657.2963,578933.5141,601344.5271,580586.1037
19418,8,1,1,5,2019Q4,8149,623133.5786,582003.9753,580347.1944,649809.3374,612076.3734,592288.7363,654779.8831,588652.6367,618223.7068,585901.465,597806.7544,617653.1652,656853.3961948149,588137.1961,592937.8526,602953.2527,568406.9012,614744.1499,626781.849
28143,10,0,0,0,2015Q1,13997,597215.0067445158,628225.9626,584433.7499,589298.3533,622707.4235,570350.5144,596923.5866,623205.064,614915.3504,607295.5626,578168.5823,586160.3526,611244.0392,572822.0104,586144.5738,595420.5538,599242.0405210727,598700.6185893189,606493.8435
25594,8,1,0,8,2014Q4,12988,599250.8273305179,600700.4694,588505.6063,620447.5528,592217.36,611440.4069,601058.2907427318,599218.1342797839,599225.8386598373,597721.5108029783,575167.7654,578109.8842,654490.3493560848,598748.6798541183,610977.4731,577295.812,599215.4683781156,598902.6387525813,616055.2402
9190,7,1,0,45,2017Q1,3682,569297.9973,617366.6326,589562.7505,596242.6998,602721.3474,587485.6517,594880.5937977625,571698.1408,570432.726,591782.1294,621412.1686,607491.6504,654861.73733712,606334.7177,597800.606101583,620539.57,585158.4471,570186.4016,574923.7929
22952,7,1,0,26,2019Q2,10867,622557.501,593488.6978,625625.6599,570842.642,580289.6819,590070.5493,616587.1757,587345.4193,620968.0188,606819.4093,586352.5568,579564.7665,605296.4904,582790.9855,597407.0411764702,597185.9793,599149.9455187524,576663.1501,571904.819
27967,7,1,0,19,2016Q1,13923,581147.3372,598787.4378,598553.7556,572592.2934,618268.151,622024.6496,595156.2638,573649.1391,627347.1329,587872.0654,585125.3232,598555.0074,606028.969,594078.4997,602929.9206414624,618918.2355,598967.4407730526,569460.0524,588916.0165
11740,2,1,1,5,2014Q4,4671,620363.2692607708,624866.9941,705389.8576,624669.745,573459.9687,641448.502,611820.3265718592,603582.0265221723,599360.7078044701,626114.9356467235,596973.0786,580140.0293,621604.7816,646571.8490060142,622797.9049,602583.3783,608025.2562084937,602338.6062397833,723209.733
10841,4,1,0,59,2017Q3,4314,604704.4558,613057.6388,577627.1839,623776.4725,608810.2547,578757.0304,586069.667,577259.6687,621594.3412,600645.5241,622292.2129,598016.0888,620488.1847,626060.9436,612802.1401,592373.7494,602203.8718,622377.6824,631724.5975
18432,10,0,0,34,2019Q3,7597,582948.6958,613027.8879,580062.9379,614661.468,612929.758,613732.2881,593306.1126,578517.1298,603298.4546,583816.4684,610820.6806,587933.8244,618086.8228,620033.577,619001.3191,619534.694,601514.276,593820.5243,583745.9329
26118,6,1,0,27,2015Q1,13185,601074.3334759383,623789.1101,590027.3224,583299.3538,589907.3695,598081.5745,601341.7621006916,598580.0161208096,599217.2445905549,601923.2447254922,573484.1835,608059.9734,653320.2586782,599991.320618795,602359.8021,585147.7376,599366.8715157903,598351.1163893637,604568.1315
23979,8,1,1,5,2019Q4,12074,605807.5012,593967.208,619563.7802,590376.4348,582071.4364,581113.4111,595442.1359,571487.592,609624.6259,589447.1832,623010.9542,568737.3972,654508.5437059408,623275.4211,609935.1086,582259.9041,599163.246096703,576426.5155,600313.3646
6604,6,1,0,35,2015Q4,2641,621661.9508,576831.9126,584837.3214,593107.4817,614643.5132,605938.0475,583810.5208,590910.0767,591628.0969,574083.3988,595926.1078,619692.5622,617821.5449,585577.5873,612580.4292,623226.0907,598923.9223449051,574031.4928,582518.6557
2319,3,1,1,5,2017Q4,919,579738.5884,591598.6204,600619.5661,598671.7289,611010.337,618420.0968,607597.359,609804.8417,575303.519,627167.8738,594641.0362,626516.9327,624177.246,587189.0646,578605.707,594902.6245,576417.7063,624601.5138,593549.3778
17374,4,1,1,5,2019Q3,7049,621954.4167,597483.4623,620074.7017,611988.2046,583379.4554,629511.7648,581905.4429,605049.1219,617441.798,600880.3216,606872.6568,591592.9784,654313.7139323202,627263.5021,587176.9473,624081.8836,626414.4102,569506.5534,616921.5385
21522,10,0,1,5,2015Q1,9576,598348.3554728384,586954.7324,619081.46,579615.7687,598248.1258,579814.5897,575550.0202,619748.7298,624392.1931,600442.4332,580808.2521,613139.1085,594102.5891,625860.2196,601549.2386,587222.5226,598617.5336656324,597999.8124964015,590047.3711
18435,8,1,1,5,2018Q2,7598,597816.0388194163,621928.0248,589829.2271,570878.3624,611574.077,616047.9966,590891.3298,606924.6436,574113.8698,615140.6988,615150.4519,604285.5229,582308.5282,587052.1585,603175.5398,621223.318,585085.1617,598538.1571387423,572716.0148
10581,5,1,0,14,2017Q1,4225,604277.6872,588220.3617,576451.0746,571487.4201,604608.2933,597789.9938,610165.844,607939.8992,612891.3853,586865.8294,622981.6675,619009.0514,601665.4383,607582.7364,622226.5621,602519.3839,573915.4721,615652.1526,577252.3414
14703,7,1,0,18,2016Q3,5785,583597.9125,624533.6739,591563.5207,577627.3068,609318.2326,571180.1545,605754.5386,592912.9671,594735.7495,621416.0937,617528.2465,573213.1799,605716.3348,572727.1473,579641.763,609130.7867,598610.100193598,600228.9714,579338.4798
